free_flow_speed_kmh,weekend,time_period,travel_time_category,speed_kmh,rush_hours,hour,congestion_level,travel_time_per_10_km_min
56.3,1,morning,moderate,50.6,1,8,11.1,11.8
55.7,1,morning,moderate,48.8,1,9,14.0,12.2
55.2,1,morning,moderate,46.9,1,10,17.6,12.7
54.7,1,morning,moderate,44.6,1,11,22.7,13.4
53.4,1,afternoon,moderate,42.4,1,12,25.8,14.1
52.5,1,afternoon,moderate,40.1,1,13,30.9,14.9
52.7,1,afternoon,moderate,39.8,1,14,32.2,15.0
53.0,1,afternoon,moderate,41.5,1,15,27.5,14.4
54.2,1,afternoon,moderate,42.8,1,16,26.5,13.9
54.4,1,evening,moderate,42.1,1,17,29.0,14.2
54.3,1,evening,heavy,38.9,1,18,39.6,15.4
55.4,1,evening,moderate,43.8,1,19,26.4,13.6
56.3,1,evening,moderate,47.8,0,20,17.7,12.5
58.6,1,night,moderate,51.1,0,21,14.5,11.7
60.2,1,night,moderate,54.4,0,22,10.5,11.0
60.2,1,night,moderate,55.9,0,23,7.6,10.7
60.3,0,late night,moderate,56.1,0,0,7.5,10.6
60.5,0,late night,moderate,56.7,0,1,6.8,10.5
59.9,0,late night,moderate,55.4,0,2,8.0,10.8
61.8,0,late night,moderate,57.1,0,3,8.2,10.5
64.1,0,late night,moderate,59.5,0,4,7.7,10.0
62.9,0,late night,moderate,54.8,0,5,14.6,10.9
53.7,0,morning,heavy,38.6,0,6,39.1,15.5
46.5,0,morning,heavy,29.9,1,7,55.7,20.0
48.4,0,morning,heavy,32.7,1,8,48.0,18.3
52.2,0,morning,heavy,39.6,1,9,31.6,15.1
51.7,0,morning,moderate,39.7,1,10,30.3,15.0
51.0,0,morning,moderate,40.0,1,11,27.4,14.9
50.3,0,afternoon,heavy,38.8,1,12,29.4,15.4
49.9,0,afternoon,heavy,37.8,1,13,32.0,15.8
46.3,0,afternoon,heavy,30.3,1,14,52.3,19.7
45.9,0,afternoon,heavy,28.3,1,15,62.2,21.1
46.9,0,afternoon,heavy,28.7,1,16,63.2,20.8
48.4,0,evening,heavy,32.1,1,17,50.4,18.6
50.4,0,evening,heavy,39.1,1,18,28.7,15.3
50.3,0,evening,moderate,41.8,1,19,20.2,14.3
51.2,0,evening,moderate,42.8,0,20,19.6,14.0
53.0,0,night,moderate,46.0,0,21,15.2,13.0
55.2,0,night,moderate,49.2,0,22,12.1,12.1
56.6,0,night,moderate,51.9,0,23,9.0,11.5
58.9,0,late night,moderate,54.4,0,0,8.3,11.0
58.8,0,late night,moderate,54.0,0,1,8.8,11.0
59.2,0,late night,moderate,55.0,0,2,7.5,10.8
61.7,0,late night,moderate,58.7,0,3,5.1,10.2
62.7,0,late night,moderate,59.5,0,4,5.4,10.0
62.6,0,late night,moderate,57.9,0,5,7.9,10.3
53.8,0,morning,moderate,41.5,0,6,29.5,14.4
45.9,0,morning,heavy,28.9,1,7,58.5,20.6
48.5,0,morning,heavy,30.7,1,8,58.0,19.5
51.3,0,morning,heavy,36.5,1,9,40.5,16.4
51.5,0,morning,moderate,40.2,1,10,28.1,14.9
50.2,0,morning,moderate,39.7,1,11,26.3,15.0
49.8,0,afternoon,heavy,38.6,1,12,28.8,15.5
49.4,0,afternoon,heavy,38.0,1,13,29.9,15.7
46.9,0,afternoon,heavy,31.4,1,14,49.2,19.0
46.5,0,afternoon,heavy,29.6,1,15,57.0,20.2
47.3,0,afternoon,heavy,30.6,1,16,54.4,19.5
47.7,0,evening,heavy,31.6,1,17,51.0,18.9
49.6,0,evening,heavy,35.2,1,18,40.8,17.0
49.9,0,evening,moderate,40.5,1,19,23.3,14.8
51.3,0,evening,moderate,42.9,0,20,19.6,13.9
52.4,0,night,moderate,45.2,0,21,15.8,13.2
54.7,0,night,moderate,48.6,0,22,12.5,12.3
56.1,0,night,moderate,51.4,0,23,9.2,11.6
58.3,0,late night,moderate,53.6,0,0,8.7,11.1
57.5,0,late night,moderate,53.0,0,1,8.6,11.3
59.2,0,late night,moderate,55.1,0,2,7.3,10.8
62.5,0,late night,moderate,59.4,0,3,5.0,10.0
62.2,0,late night,moderate,59.4,0,4,4.8,10.0
62.3,0,late night,moderate,57.6,0,5,8.0,10.3
54.4,0,morning,moderate,42.3,0,6,28.4,14.1
46.3,0,morning,heavy,29.5,1,7,57.0,20.3
48.7,0,morning,heavy,34.2,1,8,42.2,17.5
52.0,0,morning,moderate,40.1,1,9,29.6,14.9
51.9,0,morning,moderate,40.4,1,10,28.3,14.8
50.1,0,morning,heavy,38.6,1,11,29.6,15.5
49.1,0,afternoon,heavy,37.1,1,12,32.2,16.1
49.0,0,afternoon,heavy,37.0,1,13,32.3,16.1
46.7,0,afternoon,heavy,30.3,1,14,53.7,19.7
46.6,0,afternoon,heavy,29.7,1,15,56.7,20.1
47.2,0,afternoon,heavy,30.6,1,16,54.2,19.5
47.7,0,evening,heavy,30.8,1,17,54.9,19.4
49.2,0,evening,heavy,34.7,1,18,41.9,17.2
49.9,0,evening,heavy,39.6,1,19,26.1,15.1
50.0,0,evening,moderate,41.0,0,20,21.8,14.6
52.7,0,night,moderate,45.2,0,21,16.7,13.2
54.3,0,night,moderate,47.9,0,22,13.2,12.5
56.7,0,night,moderate,51.7,0,23,9.4,11.5
57.9,0,late night,moderate,52.7,0,0,9.8,11.3
57.7,0,late night,moderate,52.9,0,1,9.0,11.3
58.6,0,late night,moderate,54.1,0,2,8.1,11.0
61.2,0,late night,moderate,57.3,0,3,6.7,10.4
64.1,0,late night,moderate,61.6,0,4,4.0,9.7
62.8,0,late night,moderate,58.1,0,5,7.9,10.3
54.2,0,morning,moderate,42.8,0,6,26.5,14.0
46.6,0,morning,heavy,31.8,1,7,46.5,18.8
48.8,0,morning,heavy,34.5,1,8,41.2,17.3
51.9,0,morning,moderate,40.4,1,9,28.3,14.8
51.8,0,morning,moderate,40.9,1,10,26.6,14.6
50.5,0,morning,heavy,39.3,1,11,28.5,15.2
50.1,0,afternoon,heavy,38.9,1,12,28.8,15.4
50.3,0,afternoon,heavy,38.7,1,13,30.1,15.4
47.4,0,afternoon,heavy,31.8,1,14,48.7,18.8
46.7,0,afternoon,heavy,30.0,1,15,55.9,19.9
47.4,0,afternoon,heavy,31.1,1,16,52.3,19.2
48.1,0,evening,heavy,32.7,1,17,47.2,18.3
49.3,0,evening,heavy,34.5,1,18,42.5,17.3
50.5,0,evening,heavy,39.1,1,19,28.9,15.3
51.5,0,evening,moderate,42.0,0,20,22.7,14.2
53.1,0,night,moderate,45.5,0,21,16.8,13.1
54.0,0,night,moderate,47.4,0,22,13.8,12.6
57.8,0,night,moderate,53.2,0,23,8.7,11.2
58.9,0,late night,moderate,54.5,0,0,8.1,11.0
59.7,0,late night,moderate,55.3,0,1,7.8,10.8
60.6,0,late night,moderate,56.1,0,2,7.8,10.6
62.0,0,late night,moderate,58.3,0,3,6.3,10.2
63.0,0,late night,moderate,59.9,0,4,5.1,10.0
62.8,0,late night,moderate,58.9,0,5,6.7,10.1
54.9,0,morning,moderate,45.4,0,6,20.9,13.2
47.1,0,morning,heavy,35.1,1,7,34.0,17.0
49.5,0,morning,heavy,37.5,1,8,32.1,15.9
52.0,0,morning,moderate,41.2,1,9,26.2,14.5
51.7,0,morning,moderate,41.6,1,10,24.2,14.4
50.4,0,morning,moderate,39.7,1,11,27.0,15.0
49.7,0,afternoon,heavy,38.6,1,12,28.8,15.5
50.5,0,afternoon,heavy,36.7,1,13,37.3,16.3
46.8,0,afternoon,heavy,28.7,1,14,62.9,20.8
46.4,0,afternoon,heavy,27.2,1,15,70.8,22.0
47.5,0,afternoon,heavy,28.9,1,16,64.3,20.7
48.0,0,evening,heavy,30.1,1,17,59.4,19.9
49.6,0,evening,heavy,33.2,1,18,49.1,18.0
50.8,0,evening,heavy,38.9,1,19,30.4,15.4
51.4,0,evening,moderate,41.1,0,20,24.8,14.5
52.4,0,night,moderate,44.0,0,21,18.9,13.6
52.9,0,night,moderate,45.6,0,22,15.9,13.1
54.1,0,night,moderate,48.1,0,23,12.5,12.4
55.6,1,late night,moderate,50.3,0,0,10.4,11.9
56.8,1,late night,moderate,51.9,0,1,9.3,11.5
57.2,1,late night,moderate,52.9,0,2,7.9,11.3
59.4,1,late night,moderate,55.5,0,3,7.0,10.7
60.7,1,late night,moderate,57.0,0,4,6.4,10.5
61.3,1,late night,moderate,57.7,0,5,6.1,10.3
59.5,1,morning,moderate,55.4,0,6,7.3,10.8
57.1,1,morning,moderate,51.3,1,7,11.4,11.6
54.6,1,morning,moderate,44.7,1,8,21.9,13.3
52.3,1,morning,heavy,38.5,1,9,35.8,15.5
51.1,1,morning,heavy,35.7,1,10,43.2,16.7
51.5,1,morning,heavy,34.9,1,11,47.5,17.1
50.3,1,afternoon,heavy,33.0,1,12,52.3,18.1
50.8,1,afternoon,heavy,35.1,1,13,44.7,17.0
51.4,1,afternoon,heavy,37.7,1,14,36.4,15.9
51.9,1,afternoon,heavy,38.9,1,15,33.4,15.4
52.0,1,afternoon,heavy,39.1,1,16,33.1,15.3
52.6,1,evening,heavy,39.3,1,17,33.8,15.2
51.9,1,evening,heavy,37.9,1,18,37.0,15.8
53.0,1,evening,moderate,40.1,1,19,32.0,14.9
54.6,1,evening,moderate,44.1,0,20,23.9,13.6
55.4,1,night,moderate,46.5,0,21,19.1,12.8
56.9,1,night,moderate,49.3,0,22,15.3,12.1
57.3,1,night,moderate,51.3,0,23,11.7,11.6
58.1,1,late night,moderate,53.4,0,0,8.8,11.2
58.6,1,late night,moderate,54.5,0,1,7.4,10.9
58.2,1,late night,moderate,54.4,0,2,6.9,11.0
58.3,1,late night,moderate,54.7,0,3,6.6,10.9
60.0,1,late night,moderate,55.8,0,4,7.5,10.7
59.6,1,late night,moderate,56.0,0,5,6.4,10.7
57.2,1,morning,moderate,53.5,0,6,7.0,11.2
56.7,1,morning,moderate,52.2,1,7,8.5,11.4
54.1,1,morning,moderate,46.9,1,8,15.2,12.7
54.8,1,morning,moderate,46.7,1,9,17.2,12.8
55.8,1,morning,moderate,47.2,1,10,18.2,12.7
54.5,1,morning,moderate,43.7,1,11,24.5,13.7
53.9,1,afternoon,moderate,41.2,1,12,30.7,14.5
54.0,1,afternoon,moderate,40.6,1,13,32.9,14.7
53.7,1,afternoon,moderate,40.6,1,14,32.1,14.7
54.4,1,afternoon,moderate,42.0,1,15,29.6,14.2
54.8,1,afternoon,moderate,42.0,1,16,30.3,14.2
54.6,1,evening,moderate,42.3,1,17,29.1,14.1
54.5,1,evening,moderate,41.8,1,18,30.2,14.3
55.0,1,evening,moderate,42.0,1,19,31.0,14.2
57.0,1,evening,moderate,46.9,0,20,21.4,12.7
58.3,1,night,moderate,49.6,0,21,17.3,12.0
60.4,1,night,moderate,52.2,0,22,15.6,11.4
60.8,1,night,moderate,54.1,0,23,12.4,11.0
61.5,0,late night,moderate,57.0,0,0,7.8,10.5
60.9,0,late night,moderate,56.5,0,1,7.6,10.6
61.3,0,late night,moderate,57.7,0,2,6.3,10.3
62.5,0,late night,moderate,59.5,0,3,5.0,10.0
64.8,0,late night,moderate,62.4,0,4,3.9,9.6
64.2,0,late night,moderate,59.9,0,5,7.0,10.0
58.6,0,morning,moderate,51.8,0,6,13.1,11.5
52.2,0,morning,moderate,43.4,1,7,20.0,13.7
53.0,0,morning,moderate,43.6,1,8,21.4,13.7
53.1,0,morning,moderate,42.6,1,9,24.8,14.0
52.6,0,morning,moderate,41.9,1,10,25.5,14.3
51.8,0,morning,moderate,41.1,1,11,25.8,14.5
50.6,0,afternoon,heavy,38.8,1,12,30.4,15.4
50.7,0,afternoon,heavy,39.7,1,13,27.6,15.1
49.9,0,afternoon,heavy,38.2,1,14,30.5,15.6
49.7,0,afternoon,heavy,37.4,1,15,32.8,16.0
49.6,0,afternoon,heavy,37.3,1,16,32.8,16.0
49.6,0,evening,heavy,36.9,1,17,34.5,16.2
50.5,0,evening,heavy,38.5,1,18,31.1,15.5
51.4,0,evening,moderate,42.1,1,19,22.0,14.2
53.1,0,evening,moderate,44.7,0,20,18.7,13.3
53.6,0,night,moderate,42.9,0,21,25.0,13.9
55.9,0,night,moderate,47.2,0,22,18.3,12.6
58.4,0,night,moderate,50.8,0,23,15.0,11.8
60.2,0,late night,moderate,53.0,0,0,13.5,11.3
61.1,0,late night,moderate,54.7,0,1,11.6,10.9
63.2,0,late night,moderate,57.8,0,2,9.3,10.3
63.6,0,late night,moderate,59.9,0,3,6.0,10.0
63.9,0,late night,moderate,60.7,0,4,5.2,9.8
63.0,0,late night,moderate,57.9,0,5,8.7,10.3
54.1,0,morning,moderate,40.8,0,6,32.3,14.6
45.6,0,morning,heavy,29.1,1,7,56.5,20.5
48.2,0,morning,heavy,31.5,1,8,52.8,19.0
51.1,0,morning,heavy,36.9,1,9,38.2,16.2
51.8,0,morning,moderate,39.7,1,10,30.3,15.0
50.9,0,morning,moderate,40.4,1,11,26.0,14.8
50.1,0,afternoon,heavy,39.4,1,12,27.2,15.2
49.7,0,afternoon,heavy,38.2,1,13,30.1,15.6
47.3,0,afternoon,heavy,32.4,1,14,46.2,18.5
46.7,0,afternoon,heavy,29.8,1,15,56.9,20.1
47.2,0,afternoon,heavy,30.3,1,16,55.8,19.7
47.7,0,evening,heavy,30.9,1,17,54.3,19.3
49.1,0,evening,heavy,34.5,1,18,42.2,17.3
50.5,0,evening,moderate,40.6,1,19,24.3,14.7
51.2,0,evening,moderate,42.3,0,20,20.9,14.1
53.5,0,night,moderate,45.8,0,21,16.6,13.0
55.6,0,night,moderate,49.9,0,22,11.5,12.0
57.9,0,night,moderate,53.1,0,23,9.0,11.2
59.0,0,late night,moderate,54.6,0,0,8.1,10.9
58.8,0,late night,moderate,54.4,0,1,8.2,11.0
60.5,0,late night,moderate,56.2,0,2,7.7,10.6
61.6,0,late night,moderate,57.6,0,3,6.9,10.4
63.3,0,late night,moderate,60.2,0,4,5.1,9.9
62.5,0,late night,moderate,58.0,0,5,7.8,10.3
54.3,0,morning,moderate,42.0,0,6,29.2,14.2
46.7,0,morning,heavy,30.6,1,7,52.4,19.5
47.8,0,morning,heavy,32.0,1,8,49.3,18.7
51.4,0,morning,heavy,39.1,1,9,31.5,15.3
51.9,0,morning,heavy,38.9,1,10,33.1,15.3
49.9,0,morning,heavy,38.9,1,11,28.2,15.4
49.9,0,afternoon,heavy,38.4,1,12,30.1,15.6
49.7,0,afternoon,heavy,37.8,1,13,31.4,15.8
47.2,0,afternoon,heavy,31.3,1,14,51.0,19.1
46.8,0,afternoon,heavy,29.7,1,15,57.7,20.1
47.4,0,afternoon,heavy,31.1,1,16,52.4,19.2
48.0,0,evening,heavy,31.7,1,17,51.3,18.8
49.7,0,evening,heavy,36.4,1,18,36.4,16.4
50.2,0,evening,moderate,40.1,1,19,25.3,14.9
51.1,0,evening,moderate,42.4,0,20,20.4,14.1
52.5,0,night,moderate,45.2,0,21,16.1,13.2
54.7,0,night,moderate,48.8,0,22,12.0,12.2
56.7,0,night,moderate,52.2,0,23,8.6,11.4
59.0,0,late night,moderate,54.6,0,0,7.9,10.9
58.2,0,late night,moderate,53.8,0,1,8.3,11.1
59.4,0,late night,moderate,54.8,0,2,8.3,10.9
63.0,0,late night,moderate,58.4,0,3,7.8,10.2
63.8,0,late night,moderate,59.0,0,4,8.1,10.1
62.0,0,late night,moderate,54.7,0,5,13.2,10.9
53.9,0,morning,heavy,39.5,0,6,36.4,15.1
46.3,0,morning,heavy,29.5,1,7,56.7,20.3
48.9,0,morning,heavy,34.0,1,8,43.7,17.6
51.6,0,morning,heavy,39.4,1,9,31.0,15.2
52.1,0,morning,heavy,39.4,1,10,32.1,15.2
50.9,0,morning,heavy,39.4,1,11,29.1,15.2
50.4,0,afternoon,heavy,39.0,1,12,29.2,15.3
50.2,0,afternoon,heavy,39.0,1,13,28.7,15.3
47.4,0,afternoon,heavy,32.1,1,14,47.4,18.6
47.0,0,afternoon,heavy,29.7,1,15,57.8,20.1
47.7,0,afternoon,heavy,31.1,1,16,53.3,19.2
48.2,0,evening,heavy,31.4,1,17,53.2,19.0
49.5,0,evening,heavy,35.2,1,18,40.4,17.0
50.5,0,evening,moderate,39.9,1,19,26.6,15.0
51.3,0,evening,moderate,42.1,0,20,21.6,14.2
52.8,0,night,moderate,45.1,0,21,17.1,13.2
55.5,0,night,moderate,49.1,0,22,13.1,12.2
57.6,0,night,moderate,52.8,0,23,9.1,11.3
59.7,0,late night,moderate,55.0,0,0,8.6,10.9
58.6,0,late night,moderate,54.3,0,1,7.9,11.0
60.6,0,late night,moderate,56.4,0,2,7.3,10.6
60.9,0,late night,moderate,57.7,0,3,5.4,10.3
63.9,0,late night,moderate,60.6,0,4,5.3,9.8
62.5,0,late night,moderate,55.5,0,5,12.4,10.7
54.7,0,morning,moderate,42.2,0,6,29.6,14.2
46.2,0,morning,heavy,29.7,1,7,55.7,20.1
48.6,0,morning,heavy,34.4,1,8,41.3,17.4
51.9,0,morning,moderate,40.7,1,9,27.3,14.7
51.9,0,morning,moderate,40.3,1,10,28.5,14.8
50.5,0,morning,heavy,39.5,1,11,27.8,15.1
50.3,0,afternoon,heavy,38.3,1,12,31.5,15.6
50.3,0,afternoon,heavy,37.3,1,13,35.0,16.0
46.5,0,afternoon,heavy,28.6,1,14,62.4,20.9
46.2,0,afternoon,heavy,26.3,1,15,75.3,22.7
47.2,0,afternoon,heavy,28.3,1,16,66.2,21.1
48.1,0,evening,heavy,30.1,1,17,59.8,19.9
49.1,0,evening,heavy,33.8,1,18,44.8,17.7
50.1,0,evening,heavy,39.6,1,19,26.5,15.1
51.3,0,evening,moderate,41.6,0,20,23.2,14.4
51.8,0,night,moderate,43.5,0,21,18.9,13.7
52.8,0,night,moderate,45.7,0,22,15.6,13.1
53.0,0,night,moderate,47.1,0,23,12.5,12.7
54.5,1,late night,moderate,49.5,0,0,10.1,12.1
56.0,1,late night,moderate,51.4,0,1,8.8,11.6
57.0,1,late night,moderate,52.9,0,2,7.8,11.3
58.4,1,late night,moderate,54.7,0,3,6.7,10.9
61.2,1,late night,moderate,57.2,0,4,7.0,10.4
62.9,1,late night,moderate,59.7,0,5,5.2,10.0
60.0,1,morning,moderate,55.9,0,6,7.3,10.7
57.4,1,morning,moderate,51.2,1,7,12.1,11.7
54.9,1,morning,moderate,46.8,1,8,17.3,12.8
53.9,1,morning,moderate,44.1,1,9,22.2,13.5
53.3,1,morning,moderate,42.1,1,10,26.5,14.2
51.4,1,morning,heavy,36.6,1,11,40.3,16.3
50.7,1,afternoon,heavy,33.5,1,12,51.2,17.8
51.0,1,afternoon,heavy,35.3,1,13,44.2,16.9
51.9,1,afternoon,heavy,38.5,1,14,34.6,15.5
52.8,1,afternoon,moderate,40.4,1,15,30.7,14.8
52.6,1,afternoon,heavy,39.1,1,16,34.5,15.3
52.3,1,evening,heavy,38.4,1,17,35.9,15.5
52.1,1,evening,heavy,39.6,1,18,31.2,15.1
52.2,1,evening,moderate,41.9,1,19,24.6,14.3
53.1,1,evening,moderate,44.1,0,20,20.4,13.5
55.2,1,night,moderate,47.1,0,21,17.1,12.7
56.4,1,night,moderate,49.5,0,22,13.9,12.1
56.8,1,night,moderate,50.8,0,23,11.7,11.7
56.7,1,late night,moderate,50.5,0,0,12.2,11.8
57.2,1,late night,moderate,51.9,0,1,10.2,11.5
56.9,1,late night,moderate,52.1,0,2,9.1,11.5
56.8,1,late night,moderate,52.7,0,3,7.8,11.3
59.3,1,late night,moderate,54.9,0,4,8.0,10.9
60.8,1,late night,moderate,57.0,0,5,6.5,10.5
58.5,1,morning,moderate,55.6,0,6,5.0,10.7
59.2,1,morning,moderate,54.6,1,7,8.4,10.9
56.2,1,morning,moderate,49.6,1,8,13.3,12.0
55.5,1,morning,moderate,48.1,1,9,15.4,12.4
55.2,1,morning,moderate,46.5,1,10,18.8,12.8
54.5,1,morning,moderate,44.0,1,11,24.0,13.6
53.5,1,afternoon,moderate,41.8,1,12,28.0,14.3
53.1,1,afternoon,moderate,41.4,1,13,28.4,14.4
53.4,1,afternoon,moderate,41.3,1,14,29.2,14.5
53.4,1,afternoon,moderate,41.1,1,15,29.8,14.5
53.9,1,afternoon,moderate,43.0,1,16,25.2,13.9
54.4,1,evening,moderate,43.7,1,17,24.4,13.7
55.0,1,evening,moderate,44.7,1,18,23.1,13.4
55.4,1,evening,moderate,46.2,1,19,19.8,12.9
55.1,1,evening,moderate,45.7,0,20,20.5,13.1
56.4,1,night,moderate,49.7,0,21,13.3,12.0
58.7,1,night,moderate,53.3,0,22,10.1,11.2
60.0,1,night,moderate,56.0,0,23,7.2,10.7
60.1,0,late night,moderate,55.9,0,0,7.5,10.7
60.9,0,late night,moderate,56.7,0,1,7.4,10.5
60.5,0,late night,moderate,56.6,0,2,6.8,10.5
63.1,0,late night,moderate,59.6,0,3,5.9,10.0
64.8,0,late night,moderate,60.2,0,4,7.6,9.9
63.0,0,late night,moderate,54.8,0,5,14.9,10.9
53.8,0,morning,heavy,39.2,0,6,37.2,15.2
46.1,0,morning,heavy,28.8,1,7,59.7,20.7
48.2,0,morning,heavy,31.4,1,8,53.5,19.0
51.5,0,morning,heavy,38.7,1,9,33.2,15.5
51.6,0,morning,heavy,39.0,1,10,32.2,15.3
51.1,0,morning,heavy,39.6,1,11,28.9,15.1
50.4,0,afternoon,heavy,39.0,1,12,29.0,15.3
50.4,0,afternoon,heavy,38.8,1,13,29.9,15.4
47.3,0,afternoon,heavy,32.7,1,14,44.6,18.3
47.0,0,afternoon,heavy,31.1,1,15,50.9,19.2
46.9,0,afternoon,heavy,30.2,1,16,54.9,19.8
47.4,0,evening,heavy,31.3,1,17,51.4,19.1
49.6,0,evening,heavy,36.7,1,18,35.1,16.3
50.9,0,evening,moderate,41.4,1,19,22.8,14.4
51.4,0,evening,moderate,43.4,0,20,18.5,13.8
52.8,0,night,moderate,46.2,0,21,14.2,12.9
55.0,0,night,moderate,49.8,0,22,10.4,12.0
56.7,0,night,moderate,52.3,0,23,8.5,11.4
59.2,0,late night,moderate,55.1,0,0,7.5,10.8
59.0,0,late night,moderate,55.1,0,1,7.1,10.8
60.3,0,late night,moderate,56.6,0,2,6.6,10.5
61.5,0,late night,moderate,58.5,0,3,5.1,10.2
63.4,0,late night,moderate,60.7,0,4,4.3,9.8
62.5,0,late night,moderate,57.7,0,5,8.2,10.3
54.0,0,morning,moderate,41.2,0,6,31.2,14.5
45.6,0,morning,heavy,27.6,1,7,65.2,21.6
47.2,0,morning,heavy,28.2,1,8,67.2,21.2
51.0,0,morning,heavy,35.8,1,9,42.3,16.7
51.4,0,morning,moderate,40.1,1,10,28.0,14.9
50.2,0,morning,heavy,39.6,1,11,26.7,15.1
49.8,0,afternoon,heavy,39.2,1,12,27.1,15.2
49.5,0,afternoon,heavy,38.4,1,13,28.8,15.5
47.1,0,afternoon,heavy,32.1,1,14,46.4,18.6
46.4,0,afternoon,heavy,29.2,1,15,58.5,20.4
47.4,0,afternoon,heavy,31.2,1,16,51.5,19.1
47.8,0,evening,heavy,31.9,1,17,49.7,18.7
49.1,0,evening,heavy,36.1,1,18,36.0,16.6
49.8,0,evening,moderate,40.6,1,19,22.6,14.7
50.8,0,evening,moderate,42.2,0,20,20.4,14.2
52.2,0,night,moderate,45.1,0,21,15.7,13.2
54.0,0,night,moderate,48.1,0,22,12.3,12.4
56.2,0,night,moderate,51.5,0,23,9.0,11.6
58.5,0,late night,moderate,54.0,0,0,8.3,11.1
58.1,0,late night,moderate,53.3,0,1,9.0,11.2
59.8,0,late night,moderate,55.3,0,2,8.0,10.8
63.5,0,late night,moderate,60.3,0,3,5.3,9.9
63.6,0,late night,moderate,60.7,0,4,4.7,9.8
62.8,0,late night,moderate,58.5,0,5,7.2,10.2
54.4,0,morning,moderate,41.1,0,6,32.3,14.5
45.9,0,morning,heavy,28.2,1,7,62.4,21.2
48.4,0,morning,heavy,33.2,1,8,45.5,18.0
51.3,0,morning,heavy,37.9,1,9,35.0,15.7
51.3,0,morning,heavy,39.0,1,10,31.6,15.3
50.5,0,morning,heavy,39.1,1,11,29.1,15.3
49.4,0,afternoon,heavy,36.9,1,12,33.8,16.2
49.4,0,afternoon,heavy,37.8,1,13,30.8,15.8
46.9,0,afternoon,heavy,31.1,1,14,50.4,19.2
46.4,0,afternoon,heavy,28.7,1,15,61.3,20.8
46.7,0,afternoon,heavy,29.2,1,16,59.9,20.5
47.4,0,evening,heavy,29.0,1,17,63.1,20.6
48.8,0,evening,heavy,33.3,1,18,46.4,17.9
49.7,0,evening,moderate,39.9,1,19,24.6,15.0
50.8,0,evening,moderate,41.7,0,20,21.7,14.3
51.9,0,night,moderate,44.5,0,21,16.8,13.4
54.1,0,night,moderate,48.2,0,22,12.1,12.4
56.2,0,night,moderate,51.2,0,23,9.6,11.7
58.4,0,late night,moderate,53.6,0,0,9.0,11.1
58.3,0,late night,moderate,53.6,0,1,8.7,11.1
58.8,0,late night,moderate,54.4,0,2,7.9,11.0
61.7,0,late night,moderate,58.7,0,3,5.1,10.2
64.1,0,late night,moderate,62.0,0,4,3.2,9.6
63.4,0,late night,moderate,59.7,0,5,6.1,10.0
54.4,0,morning,moderate,43.4,0,6,25.5,13.8
46.8,0,morning,heavy,31.9,1,7,46.7,18.7
49.0,0,morning,heavy,35.8,1,8,37.0,16.7
52.0,0,morning,moderate,40.0,1,9,29.8,14.9
51.7,0,morning,heavy,39.0,1,10,32.5,15.3
50.3,0,morning,heavy,38.8,1,11,29.4,15.4
50.3,0,afternoon,heavy,39.1,1,12,28.6,15.3
49.2,0,afternoon,heavy,37.6,1,13,30.8,15.9
47.4,0,afternoon,heavy,31.2,1,14,51.9,19.2
46.7,0,afternoon,heavy,29.5,1,15,58.1,20.2
46.6,0,afternoon,heavy,27.9,1,16,66.8,21.4
47.7,0,evening,heavy,29.7,1,17,60.3,20.1
49.4,0,evening,heavy,34.9,1,18,41.6,17.1
50.9,0,evening,moderate,41.1,1,19,23.7,14.5
51.3,0,evening,moderate,42.3,0,20,21.3,14.1
52.4,0,night,moderate,45.0,0,21,16.3,13.3
54.7,0,night,moderate,48.6,0,22,12.5,12.3
57.0,0,night,moderate,52.3,0,23,8.9,11.4
58.5,0,late night,moderate,54.3,0,0,7.8,11.0
59.2,0,late night,moderate,54.7,0,1,8.2,10.9
60.9,0,late night,moderate,56.8,0,2,7.1,10.5
63.3,0,late night,moderate,60.2,0,3,5.1,9.9
65.1,0,late night,moderate,61.9,0,4,5.2,9.6
63.1,0,late night,moderate,57.8,0,5,9.1,10.3
55.2,0,morning,moderate,45.3,0,6,21.9,13.2
47.0,0,morning,heavy,34.4,1,7,36.6,17.4
49.1,0,morning,heavy,37.2,1,8,32.1,16.1
51.6,0,morning,moderate,40.2,1,9,28.1,14.8
51.5,0,morning,moderate,40.1,1,10,28.3,14.9
50.4,0,morning,heavy,38.6,1,11,30.3,15.5
50.6,0,afternoon,heavy,38.3,1,12,32.2,15.6
50.2,0,afternoon,heavy,36.6,1,13,37.1,16.3
46.7,0,afternoon,heavy,27.7,1,14,68.0,21.5
46.0,0,afternoon,heavy,25.8,1,15,78.0,23.1
47.3,0,afternoon,heavy,28.0,1,16,68.6,21.3
48.3,0,evening,heavy,29.3,1,17,64.7,20.4
49.4,0,evening,heavy,32.1,1,18,53.8,18.6
50.9,0,evening,heavy,35.9,1,19,41.7,16.7
52.4,0,evening,moderate,40.2,0,20,30.2,14.9
53.1,0,night,moderate,43.2,0,21,22.8,13.8
53.1,0,night,moderate,44.2,0,22,20.2,13.5
53.9,0,night,moderate,45.9,0,23,17.4,13.0
54.8,1,late night,moderate,47.7,0,0,14.7,12.5
55.3,1,late night,moderate,47.7,0,1,16.0,12.5
56.6,1,late night,moderate,49.6,0,2,14.0,12.0
