job_title,company_name,location,experience,salary,skills,posted_time,job_description,job_link,source
Artificial Intelligence Engineer,HEAPS.ai,Bangalore,2 year(s),Competitive salary,,4 days ago,"Company DescriptionHEAPS is one of the fastest growing health tech start-ups in India today. With more than 5 million patient interactions till date, Heaps is revolutionising how insurers, doctors and patients experience health care. We are building an AI driven end-to-end care management platform which coordinates, tracks and monitors the health of the patient empowering them with the right information to take right decisions at the right time about their health.Heaps is backed by marquee investors - titans in the healthcare industry who have invested more than $7.4 million in Series A funding. Heaps is on a path for global scaling, weve already expanded in 5 countries across the globe.Role DescriptionAre you an AI engineer with a strong technical background and a passion for solving complex real-world problems? At HEAPS, our AI team drives innovation by developing and integrating advanced machine learning and Large Language Models (LLMs) into healthcare products. We are seeking skilled AI Engineers to lead end-to-end AI initiativesdesigning, fine-tuning, and deploying models that extract actionable insights from healthcare data. Your work will directly support insurance and hospital clients worldwide in improving patient care and operational outcomes through scalable AI solutions.ResponsibilitiesDesign, develop, and integrate Large Language Models (LLMs) into our healthcare product suiteBuild and optimize AI/ML pipelines for healthcare applicationsLead use case development and machine learning initiatives that extract actionable insights from complex healthcare dataCollaborate with cross-functional teams to implement AI-driven features that enhance patient careTranslate complex data and model outputs into clear, impactful recommendations for stakeholdersFine-tune and deploy models for healthcare-specific use casesEnsure AI solutions meet healthcare compliance and security standards Research and apply state-of-the-art AI techniques to solve challenging healthcare problemsSkills:2-3 years of hands-on experience in AI/ML engineeringStrong proficiency in Python, TensorFlow/PyTorch, and ML frameworksExperience with LLMs (GPT, BERT, LLaMA, etc.) and NLP techniquesProven ability to solve complex problems with AI and communicate results crisply.Knowledge of cloud platforms (AWS/Azure/GCP) and MLOps            ",/job/detail/artificial-intelligence-engineer-job-in-bangalore-at-heapsai1774950129,Internshala
Management Information System Executive,VIYONA FINTECH INDIA PRIVATE LIMITED,Nanakramguda,2 year(s),Competitive salary,,4 days ago,"About Viyona Fintech: Viyona Fintech is a fast-growing financial technology company dedicated to delivering innovative digital solutions that simplify financial services and empower businesses. Our mission is to leverage technology to create secure, seamless, and scalable financial platforms that enable clients to achieve efficiency and growth.Role Description: The Management Information System Executive will oversee the day-to-day management and reporting for various business systems, ensuring accurate and timely generation of management information reports. Responsibilities include compiling and analyzing data, implementing processes to optimize information systems, and collaborating with teams to ensure the smooth operation of MIS functions. This is a full-time, on-site role based in Hyderabad, requiring strong organizational and analytical skills.QualificationsReconcile data from different sources (Excel sheets, ERP systems, databases)Identify and resolve data mismatches or discrepanciesAutomate reconciliation and reporting processesPrepare accurate MIS reports and dashboardsWork with cross-functional teams for data validationMaintain data integrity and consistencyPrepare and Automate daily, weekly, and monthly MIS reportsMaintain and update databasesAnalyze data and identify trendsEnsure data accuracy and consistencyBuild dynamic dashboards instead of manual reportsUse tools/scripts to reduce repetitive tasksMaintain data pipelines and ensure accuracyIntegrate data from multiple sources (Excel, databases, etc.)Required SkillsStrong knowledge of Advanced Excel (Pivot Tables, VLOOKUP/XLOOKUP, formulas)Strong experience in data reconciliationBasic knowledge of SQLGood to have exp in pythonStrong in automation techniquesExperience with reporting tools / ERP systems (if applicable)Good analytical and problem-solving skillsAttention to detailExperience & QualificationGraduate (B.Com, BBA, BSc, or related field)Experience: 2 years Banking, fintech domain experience preferred            ",/job/detail/management-information-system-executive-job-in-nanakramguda-at-viyona-fintech-india-private-limited1774947727,Internshala
Management Trainee,Tropical Agrosystem (India) Pvt. Ltd.,Chennai,1 year(s),Competitive salary,,4 days ago,"Job Description: Management Trainee(MBA from IIM,XLRI,ISB,FMS)-Business Excellence (Digital & AI)Role OverviewWe are hiring a Management Trainee / Analyst  Business Excellence to support our Digital & AI transformation journey across JU Agri Science and Tropical Agro System.This role is designed for high-potential early career professionals who want hands-on exposure to business operations, process excellence, and digital transformation. You will work closely with the Sr. Manager  Business Excellence and gain deep exposure to on-ground operations, data workflows, and cross-functional projects.Key Responsibilities1. Data Collection & Audit SupportAssist in auditing existing data sources: Excel trackers WhatsApp-based workflows Manual reports Collect, organize, and validate data from different functions Identify inconsistencies and highlight data gaps 2. Process DocumentationSupport in mapping current (AS-IS) workflows across functions Document processes through: Flowcharts SOPs Data flow diagrams Assist in identifying inefficiencies and improvement areas 3. Stakeholder CoordinationCoordinate with SPOCs across: Sales Marketing Finance Supply Chain Plant Operations Follow up for data submissions and ensure timelines are met Support in conducting structured discussions/interviews 4. Template & Process StandardizationAssist in creating standardized: Data templates Reporting formats Tracking dashboards (basic level) Ensure consistency in data collection across teams 5. Digital Transformation SupportSupport implementation of new digital tools/processes Assist in user onboarding, training coordination, and adoption tracking Help troubleshoot basic issues faced by end users 6. Field & Plant ExposureParticipate in: Plant visits Review meetings Cross-functional discussions Gain understanding of real business operations and workflows Learning & Growth OpportunitiesHands-on exposure to Digital & AI transformation projects Direct mentorship from Business Excellence leadership Opportunity to build skills in: Process mapping Data analysis Stakeholder management Strong platform for future roles in: Business Excellence Consulting Operations / Strategy Candidate ProfileExperience01 years of work experience.Exposure to internships or roles involving: Operations, Data handling & Process improvementEducationStrong academic background (MBA from IIM,XLRI,ISB,FMS) Skills & CompetenciesStrong analytical and structured thinking ability Good working knowledge of: MS Excel (mandatory) PowerPoint Basic understanding of business processes Strong communication and coordination skills High ownership and willingness to learn            ",/job/detail/management-trainee-job-in-chennai-at-tropical-agrosystem-india-pvt-ltd1774947487,Internshala
Generative AI Engineer,BIMCAP,Bhilai,2 year(s),Competitive salary,,4 days ago,"This role is based out of BHILAI, CHHATTISGARH, for BIMCAPs subsidiary company registered as ECLIPTIKO PRIVATE LIMITED. Knowledge of Generative AI is a must have. Hybrid arrangement may be accepted depending on the candidate's experience and knowledge. BIMCAP is an international BIM outsourcing company with an expanding portfolio of cultural, infrastructure, and commercial projects around the world. We are leaders in BIM innovation, growth of BIM talents, and unique for our supportive family-like culture that expanded from Hong Kong to Netherlands, England, Germany, Hungary, Spain, and Philippines.Job SummaryWe are looking for a driven and curious AI Engineer with hands-on experience in Large Language Models (LLMs). In this role, youll work on end-to-end development and deployment of LLM-based solutions, including prompt engineering, model fine-tuning, and cloud-based deployment. Youll collaborate closely with product and engineering teams to build intelligent, scalable, and secure AI-powered systems.Key Responsibilities1. Design, develop, and optimize prompt strategies for LLM-based applications.2. Fine-tune pre-trained models (e.g., OpenAI, Hugging Face, etc.) using custom datasets.3. Build and deploy LLM-powered APIs and services in cloud environments (AWS, GCP, or Azure).4. Integrate LLMs into applications with efficient inference and cost-aware strategies.5. Conduct evaluations, benchmarking, and A/B testing for LLM outputs.6. Collaborate on data collection, preprocessing, and feature engineering tasks.7. Stay up to date with the latest in GenAI research and toolchains.Requirements1. 2+ years of industry experience in AI/ML or related fields.2. Strong grasp of NLP concepts, transformers, and recent LLM developments.3. Proficiency in Python and ML frameworks (PyTorch, TensorFlow, or similar).4. Experience with prompt engineering and prompt evaluation.5. Hands-on experience with cloud platforms (AWS/GCP/Azure), Docker, and CI/CD.6. Familiarity with APIs and SDKs of major LLM providers (e.g., OpenAI, Cohere, Anthropic).7. Understanding of data privacy, security, and ethical considerations in AI.Preferred Qualifications1. Experience with tools like LangChain, LlamaIndex, or Vector DBs (e.g., FAISS, Pinecone).2. Exposure to Retrieval-Augmented Generation (RAG) systems.3. Knowledge of MLOps best practices and ML model lifecycle management            ",/job/detail/generative-ai-engineer-job-in-bhilai-at-bimcap1774947066,Internshala
Professor Of Computer Science,Bhionix.Group,Delhi,No experience required,Competitive salary,,4 days ago,"Company Description Bhionix Group is a global leader in IT services and consulting, headquartered in Abu Dhabi and Delhi. Specializing in cutting-edge technologies such as AI, IoT, AR/VR, Cloud, and Digital Ecosystems, Bhionix Group empowers industries through intelligent innovations. The organization comprises multiple companies catering to diverse fields, including healthcare, gaming, education technology, and automation. With innovation at its core, Bhionix Group serves clients worldwide, building solutions from Bharat and expanding globally from its hubs in Delhi and Abu Dhabi. Role Description This is a full-time on-site role for a Professor of Computer Science based in New Delhi. The Professor will be responsible for designing and delivering innovative computer science curricula, guiding students in advanced programming and computational methods, and fostering research in areas such as data science, cybersecurity, and related fields. Additional responsibilities include mentoring students, publishing in peer-reviewed journals, and collaborating with industry partners to advance cutting-edge developments in the computer science discipline. Qualifications Expertise in foundational areas such as Computer Science and ProgrammingProficiency in specialized fields such as Data Science and CybersecurityExperience in Curriculum Development for higher education in computer scienceStrong academic and research background in computer scienceProven track record of publications and contributions to relevant academic fieldsAbility to mentor and inspire students at undergraduate and graduate levelsPh.D. in Computer Science, Software Engineering, or a related field requiredExperience in cross-disciplinary collaboration or with AI, IoT, or AR/VR technology is a plus            ",/job/detail/fresher-professor-of-computer-science-job-in-delhi-at-bhionixgroup1774945991,Internshala
Game Economist/Mathematician,Gametion Technologies Pvt. Ltd.,Maharashtra,2 year(s),Competitive salary,,4 days ago,"A Game Economist analyses in-game economies to ensure balance, sustainability, and player engagement. They use data analytics, behavioral economics, and monetization strategies to design virtual economies, set pricing models, and optimize in-game currencies. Their work helps developers create fair progression systems, prevent inflation, and enhance player retention.JOB LOCATION: Navi Mumbai (Belapur)RESPONSIBILITIES:Conduct economic analysis of game data to inform game design and developmentDevelop and implement game economy models, including microtransactions, in game currencies, and item pricingBalance game economies to ensure player retention and satisfactionMonitor player spending and behavior to identify trends and optimize game economyCollaborate with game designers, developers, and producers to ensure economic feasibility of game featuresStay up to date on industry trends and developments to inform decision makingREQUIREMENTS:A bachelor's degree in economics or strategy.Experience: 2+ years.In-depth knowledge of mobile games.Strong understanding of game development and design evaluation.Proficient at data-related activities, such as data mining and analytics.Strategic thinking and UX-centric frame of mind.Able to work in a team and collaborate with different development role-players.Organized and well-developed understanding of game economies.Passionate about gaming and game design.            ",/job/detail/game-economist-mathematician-job-in-maharashtra-at-gametion-technologies-pvt-ltd1774945926,Internshala
Data Scientist,Piramal Finance,Bangalore,2 year(s),Competitive salary,,5 days ago,"EXPERIENCE:  Hands on experience in Analytics Tools  Python/SQL/SAS Predictive Analytics  Machine Learning Algorithms, Logistics & Linear Regression, Decision Tree, Clustering, XGBoost  Data driven business strategy  Data Preparation, Data Exploration, Data modelling and strategy implementation Job Conditions: 2-6 years of experience in analytics preferably in Financial services (Retail lending) industry, but not mandatory Strong expertise in Python/SQL and ML algorithms Expertise  we strive for a deeper understanding of our domain  Innovation  we aspire to do things creatively Action  Entrepreneurship  we are empowered to act decisively and create value  Integrity  we are consistent in our thoughts, speech and action Care  Trusteeship  we protect interests of our customers, community, employees, partners & shareholders  Humility  we aspire to be the best, yet strive to be humbleKEY ROLES/RESPONSIBILITIES: Enabling retail lending business to achieve growth outcomes via analytical strategy. Design and Own framework for creating customer level pre-approved monthly offers Develop a clear understanding of clients business issue to inform the best approach to the problem.  Root-cause analysis  Define data requirements for creating a model and understand the business problem  Clean, aggregate, analyze, interpret data and carry out quality analysis of it  Set up data for predictive/prescriptive analysis  Development of AI/ML models or statistical/econometric models.  Working along with stakeholders across the organization Looking for insight and creating a presentation to demonstrate these insights  Supporting development and maintenance of proprietary marketing techniques and otherknowledge development projects            ",/job/detail/data-scientist-job-in-bangalore-at-piramal-finance1774862410,Internshala
Academic Counsellor,DataMites,Bangalore,1 year(s),Competitive salary,,5 days ago,"Were Hiring | Academic Counsellor  Bangalore | DataMitesPosition: Academic CounsellorLocation: BangaloreExperience: 1  10 Years (Relevant Experience)Employment Type: PermanentDataMites is a leading EdTech brand in AI and Data Science in India, having trained over 200,000 learners. With globally recognized certifications and a strong presence across India and international markets, we continue to be among the fastest-growing players in the AI upskilling space.If you are driven to guide careers and help professionals move into high-growth fields like AI and Data Science, this opportunity is for you.Role OverviewAs an Academic Counsellor, you will be the first point of contact for aspiring learners looking to build careers in Data Science, AI, and Analytics. You will guide, mentor, and counsel them toward the right learning path based on their background and career goals.Key ResponsibilitiesCounsel working professionals and graduates on career opportunities in Data Science, AI & AnalyticsUnderstand candidate profiles and recommend suitable programsHandle inbound and outbound leads effectivelyBuild trust and maintain long-term relationships with prospectsAchieve monthly enrollment targetsMaintain accurate follow-ups and CRM updatesRequired SkillsStrong communication and interpersonal skillsAbility to understand career aspirations and provide structured guidanceSales orientation with consultative approachBasic understanding of IT / Data Science domain (preferred)Self-driven and target focusedWhy Join DataMites?Work in a fast-growing AI & Data Science training organizationOpportunity to influence and shape careersPerformance-based growth opportunitiesDynamic and learning-oriented work cultureExposure to cutting-edge AI programsIf you are driven by impact, growth, and career transformation stories  we would love to connect.Apply directly through this Linkedin job posting. You may share apply through careers@datamites.com            ",/job/detail/academic-counsellor-job-in-bangalore-at-datamites1774862227,Internshala
Delivery Analyst,Buchanan Technologies,Gandhinagar,2 year(s),Competitive salary,,5 days ago,"Delivery AnalystLocation: Gandhinagar, India (Onsite) | Full-Time About the RoleWe're looking for a versatile Delivery Analyst to drive successful outcomes across multiple client engagements. In this hybrid role, you'll bridge business analysis, quality assurance, and project coordinationensuring technology solutions meet client needs and are delivered on time, every time. Based in our Gandhinagar office with flexible overlap into U.S. Eastern Time (core hours until 12:00 PM EST), you'll work at the intersection of strategy and execution.Key ResponsibilitiesGather, analyze, and document business and technical requirements in collaboration with internal stakeholders to establish clear project directionTranslate requirements into actionable user stories, functional specifications, and acceptance criteria that guide development teamsCreate and execute comprehensive test plans, test cases, and validation strategies to ensure deliverables meet quality standardsCoordinate project activities across sprints, track progress using tools like Azure DevOps or Jira, and communicate updates to stakeholdersSupport Agile ceremonies including stand-ups, sprint planning, and retrospectives; maintain a healthy, prioritized backlogIdentify risks, dependencies, and blockers early; develop mitigation strategies and drive resolution with stakeholdersServe as a liaison between business and technical teams, ensuring alignment and managing expectations across multiple concurrent projectsRequired Qualifications2+ years of proven experience in Business Analysis, QA, and/or Project CoordinationStrong working knowledge of Agile methodologies (Scrum/Kanban) and SDLC practicesDemonstrated ability to write clear, concise requirements documentation and test casesHands-on experience with Azure DevOps, Jira, or similar project management and tracking toolsStrong communication and stakeholder management skills; comfortable presenting to both technical and non-technical audiencesExcellent analytical and problem-solving abilities; comfortable managing competing priorities in dynamic environmentsPreferred QualificationsSQL proficiency for data validation and analysisExperience with API testing tools such as PostmanProfessional certifications (PMP, CSM, CBAP, or equivalent)Background working with offshore or distributed teamsWhat Success Looks LikeRequirements are clear, concise, and actionableminimizing rework and scope creepConsistent delivery of high-quality solutions with minimal defectsStrong stakeholder satisfaction and predictable delivery timelinesSeamless collaboration between technical teams and business stakeholdersContinuous improvements in processes, documentation, and QA coverage            ",/job/detail/delivery-analyst-job-in-gandhinagar-at-buchanan-technologies1774860008,Internshala
Business Analyst (IT Controlling / SAP CO-PS),Staffingine LLC,Bangalore,No experience required,Competitive salary,,5 days ago,"Interested candidates can share their updated resume at usha@staffingine.com or WhatsApp at 7982563573. Job Overview:We are hiring a skilled Business Analyst with strong experience in IT Controlling and SAP CO/PS for a permanent opportunity with ITC Infotech. The ideal candidate should have experience in financial processes, reporting, and data analysis tools. Key Responsibilities:Work on IT Controlling activities including budgeting, forecasting, and cost trackingCollaborate with business and technical teams to gather and analyze requirementsWork on SAP CO/PS modules for financial and project-related processesDevelop and maintain reports using Power BI and ExcelUse BW/BI tools for data extraction and reportingManage tasks and documentation using Jira and Confluence Required Skills:IT ControllingSAP CO (Controlling) & PS (Project Systems)SAP BW/BIPower BI & Advanced ExcelJira & ConfluenceStrong analytical and problem-solving skills Preferred Background:Business Analyst / IT AnalystExperience in financial reporting and project costing Note:Immediate joiners will be highly preferred.            ",/job/detail/fresher-business-analyst-it-controlling-sap-co-ps-job-in-bangalore-at-staffingine-llc1774859529,Internshala
Conversion Rate Optimization (CRO) Specialist,Dynamic Dreamz | Shopify Premier Partner,Surat,2 year(s),Competitive salary,,5 days ago,"Job Title: Conversion Rate Optimization (CRO) SpecialistExperience:2-4 years Location: Surat (Onsite )Job Summary:Were seeking a highly analytical and creative CRO Specialist to join our eCommerce team. Yourgoal will be to maximize conversions, reduce bounce rates, and improve user journeys across oureCommerce platforms through data-driven A/B testing, heatmaps, user behavior analysis, andmore.Key Responsibilities :Analyze user behavior on eCommerce websites using tools like Google Analytics, Hotjar, orCrazy Egg.Identify bottlenecks in the conversion funnel and propose data-backed solutions.Plan, execute, and evaluate A/B, multivariate, and split testing campaigns.Collaborate with designers, developers, marketers, and content creators to implement andtrack conversion strategies.Use data insights to improve landing pages, product pages, CTAs, checkout flows, and more.Report on CRO campaign performance and continuously refine strategies based onoutcomes.Stay updated with the latest UX/CRO best practices and eCommerce trends.Required Skills and Qualifications :Preferably IT background / Computer Engineering24 years of proven experience in CRO, preferably in the eCommerce domain.Bachelor's degree in Marketing, Business, Statistics, Psychology, or related field.Certification in Google Analytics or CRO tools (preferred).Strong knowledge of Google Analytics, Google Optimize, Hotjar, VWO, or similar tools.Expertise in A/B testing methodologies and performance tracking.Solid understanding of UI/UX principles and eCommerce user behavior.Experience with eCommerce platforms like Shopify, WooCommerce, Magento, or custom-built stores.Basic knowledge of HTML/CSS and working with development teams.Analytical mindset with strong communication skills.Note: 1. Applications will only be accepted through the ATS link provided above. Profiles shared through other means will not be considered.2. We do not charge any fee from candidates at any stage. If anyone approaches you for money in exchange for this opportunity, treat it as fraud and report it to us immediately.            ",/job/detail/conversion-rate-optimization-cro-specialist-job-in-surat-at-dynamic-dreamz--shopify-premier-partner1774830628,Internshala
Assistant Professor CSIT,Symbiosis University Of Applied Sciences,Indore,2 year(s),Competitive salary,,5 days ago,"Job TitleAssistant Professor - CSIT/AIML/Cyber SecurityEducational Qualification Must have PG in Relevant Field (PhD Preferred in CS/IT) MTech/ME is mandatoryTotal Years of Experience2+ Years of Experience in academic or industryLocationIndoreRoles and ResponsibilitiesYour tour of duty shall be as per the scheduled time table planned by the Director. Conducting Lectures as per schedule of workload and teaching plan and successful completion of same.Should involve in syllabus enrichment as per the current trend / Statutory Councils and add your valuable inputs for the same for the better implementation. Should carry out examination duties and timely assessment of project and examinations work.Deliver the lectures and practicals in lab for students skills development.Coordination in lab related activities and involvement in development of the same.Contribute in academic administration activities, admissions, internship and placement activities. Attend Industry Training to gain skills expertise and experience.Enhancement of skills activities by attending seminars, conferences, training conducted by industry.Develop industry network for benefits of student skill Development Provide academic support and be a mentor to students and to guide them in building their soft skills.Should actively participate & involve in examination duties, evaluation of papers and the timely submission of results.Should involve in research publication (Journals / Books/Articles).Should involve working on sponsored Projects by use of Innovative teaching methods & Software skills. Participation and presentation of papers in conference & seminars and encourage the students under you in the promotion of research activities & encourage and guide them in their project reports & presentations etc.Should involve in various Co-Curricular activities / extra curricular activities / programs / events organized by university.Any other related work assigned from time to time by the managementTechnical Skillsets RequiredGood Subject Knowledge, Hand on experience, skill module knowledge, fluency in communication (verbal and written), Student handle practice, proactive in administrative work, innovation and extracurricular activities.Skills Sets Required: Machine Learning, Mobile App Development, Cyber Security & Cloud Computing            ",/job/detail/assistant-professor-csit-job-in-indore-at-symbiosis-university-of-applied-sciences1774830625,Internshala
Performance Marketing Executive (BlinkIt / Zepto Ads Experience Preferred),Apex Growth Talent,Bangalore,No experience required,Competitive salary,,6 days ago,"IMPORTANT:Please submit your resume in PDF format only, and kindly read the JD in its entirety.ROLE OVERVIEW:Summary: This role is about capturing the ""now"" consumer. You will be the driving force behind our clients visibility and sales on Indias fastest-growing Quick Commerce platforms (BlinkIt, Zepto, Swiggy Instamart, etc.).As a Performance Marketing Executive, you won't just be running ads; you will be ensuring that a 30-year legacy brand dominates the digital shelf in the 10-minute delivery ecosystem.Mission: The core mission of this position is to own the Quick Commerce advertising P&L. Your work will directly impact the company's bottom line by scaling revenue and acquiring new customers through high-efficiency ad spend.If you are passionate about high-speed retail and love seeing instant results from your campaigns, this opportunity offers you the budget and autonomy to make a massive impact.ROLE DETAILS:Role: Performance Marketing Executive - Quick CommerceExperience Required: 6+ monthsCompensation: Up to 4 LPAClients Industry: Food & Beverage (F&B) | 30+ Years Legacy, 250+ Crore in RevenueLocation: BengaluruEmployment Type: Full-timeWork Arrangement: Work from Office (WFO)Working Days: Mon-SatABOUT THE CLIENTS COMPANY:Our client is a leading food and beverage (F&B) brand known for its premium products and strong market presence across retail outlets, delivery platforms, quick commerce, and e-commerce.With over three decades of legacy and state-of-the-art manufacturing, they are in a phase of dynamic growth, modernizing their operations to serve millions of customers while maintaining their core value of excellence.ROLES & RESPONSIBILITIES:1. Quick Commerce Campaign ManagementExecute and manage end-to-end advertising campaigns specifically on Quick Commerce platforms (BlinkIt, Zepto, Swiggy Instamart, and BigBasket).Perform keyword research and selection to ensure the brand appears for the most relevant high-intent searches.Collaborate with the creative team to develop high-converting ad creatives and banners suitable for the quick-scroll nature of these apps.2. P&L Ownership & Budget OptimizationTake full ownership of the Ads P&L for Quick Commerce channels.Manage and allocate large monthly marketing budgets effectively to maximize Return on Ad Spend (ROAS).Monitor daily spend against sales performance to ensure campaigns remain profitable and within target cost-of-acquisition metrics.3. Analytics, Reporting & StrategyTrack critical performance metrics daily (CTR, CPC, ROAS, Impression Share) and make real-time adjustments.Prepare weekly and monthly performance reports for the leadership team, highlighting wins, insights, and areas for improvement.Identify trends in the Quick Commerce space and suggest new strategies to stay ahead of competitors.WHAT WE ARE LOOKING FOR:a) Must-Haves:Full-time bachelor's degree.Minimum 6+ months of hands-on experience specifically running performance marketing ads on Quick Commerce platforms (BlinkIt, Zepto, Swiggy Instamart).A solid understanding of ROAS (Return on Ad Spend) and experience managing advertising budgets. You must be comfortable with numbers.b) Nice-to-Haves:Experience in the Food & Beverage (F&B) or FMCG industry.Knowledge of listing optimization (SEO) for Quick Commerce platforms.Experience managing seasonal/festive sale campaigns.c) Tools & Skills Required:Ad Platforms: Deep familiarity with BlinkIt Brand Central, Zepto Ads console, or similar Quick Commerce ad managers.Soft Skills: Strong analytical thinking and the ability to work in a fast-paced environment.PERKS & BENEFITS:Health InsuranceMeal at the OfficeAnnual Festive BonusEmployee Discount Across the Brand's Retail OutletsREPORTING STRUCTURE:This role will report to the marketing leadership team. CANDIDATES/APPLICANTS PLEASE NOTE:Apex Growth Talent and/or its representatives never charge any fees or money at any stage of the recruitment process. We will never ask for OTPs, bank details, credit/debit card information, PAN, Aadhaar numbers, tax documents, or investment reports.            ",/job/detail/fresher-performance-marketing-executive-blinkit-zepto-ads-experience-preferred-job-in-bangalore-at-apex-growth-talent1774777447,Internshala
Data Scientist,Assembly Global,Bangalore,2 year(s),Competitive salary,,6 days ago,"Role: Data Scientist Years of Experience: 2-4 yearsJob Location: Bangalore (Indiranagar)Work Type: HybridShift Timing : 9:30 AM to 6:30 PMNotice Period : Looking for candidate who can join us in 30-60 daysResponsibilities:We are seeking a specialized Data & ML Engineer with 4 Yr Experience to implement our advanced analytics strategy within the Amazon Marketing Cloud (AMC) ecosystem. You will be successful in this role if you are used to leveraging AMCs ""clean room"" environment to build sophisticated machine learning models that drive high-value marketing outcomes, with experience building predictive audiences and attribution models.You will have skills beyond standard SQL, reporting and implement high-impact ML workflows within AMC, including: Custom Model Implementation: Build and deploy proprietary modeling algorithms using AMC Custom Models for Audiences. You will create high-signal segments for Customer Lifetime Value (CLV) and New-to-Brand (NTB) prediction AWS Clean Rooms ML & Lookalike Modeling: Utilize AWS Clean Rooms ML to train lookalike models on seed audiences (e.g., top 10% of high-value customers) Multi-Touch Attribution (MTA) & Sequencing: Develop ML-driven attribution models to understand the optimal sequence of ad exposures Predictive Audience Discovery: Use ML to identify ""value-seeking"" shoppers and high-propensity segments by joining GCP-hosted CRM data with Amazons pseudonymized signals Media Optimization & Frequency Analysis: Build models to identify ""Ad Saturation Points""predicting the exact frequency cap where ad effectiveness diminishes to optimize ROASYou will have proven experience in: Ingesting data it into AMC (S3/AWS) for join-based ML modeling Using Python and SQL to automate data refreshes Ingestion of model-based scores into media activation platforms Managing the lifecycle of models within a privacy-safe environment Hashing data for privacy compliance Ensuring model drift is monitored and training datasets are updated (using ETL services like AWS Glue and Dataflow). Designing pipelines to export first-party data from GCP (BigQuery)You will be successful in this role if you have the following skills: Deep hands-on experience with Amazon Marketing Cloud (AMC) and AWS Clean Rooms. Experience with BigQuery, Vertex AI, and Cloud Storage as the primary source of truth for first-party data. Strong command of Python (Scikit-learn, Pandas) for feature engineering and model development. Expertise writing complex JOINs and aggregations within the unique privacy constraints of AMC (e.g., handling aggregation thresholds). Domain knowledge of Amazon DSP, Sponsored Ads, and the mechanics of retail media.You dont need to have all the skills to be suitable for the role. An outstanding candidate will also have experience with the following: Differential Privacy, K-anonymity, and Hashing (SHA-256) protocols. Ability to work with the Amazon Ads API for automated audience pushes and reporting. Ability to translate ""Model Lift"" and ""Probability Scores"" into actionable budget shifts for Marketing stakeholders.            ",/job/detail/data-scientist-job-in-bangalore-at-assembly-global1774777388,Internshala
Product Manager,ImpactGuru,Maharashtra,1 year(s),Competitive salary,,6 days ago,"Job Responsibilities:Contribute to the overall product roadmap across all platforms - web, mobile, apps -- after careful consideration of the needs of internal and external partiesLead development of new product offerings by conducting market research, user surveys, and the like to understand where and how we can satisfy unmet consumer needs.Manage the product development process from conception through wireframing, design, build, release, analysis, and iterationBe a critical voice of the user within Impact Guru. Ensure we are doing everything we can to help users save money.Employ a range of qualitative (user discovery research, focus groups, usability studies, etc.) and quantitative (surveys, analytics, market research, etc) methods to better understand our users' needs.Conduct A/B tests to understand how we can increase the desired use case(s) of our products.Skills And Qualifications:1-3 years of experience developing web products ideally with a background in technical product management or web engineering.Capacity to think strategically, and an ability to understand how product decisions are tied to key business driversStrong quantitative capabilities, and experience using analytics platforms to understand product usability (Google Suite, Adobe Analytics, FB Analytics, Omniture, Clevertap, etc.)Familiarity with APIs, documentation, web system architectureMobile-first approach and Focus on creating super-optimized user experience for mobile usersAn understanding of what makes for good user experience and beautiful design.BE/BTech/BA/BS Degree in Computer Science/Engineering, business, marketing, etc.MBA is a plusGood knowledge of MySQL and/or other RDBMSProficiency in MS ExcelProficiency in using wireframing and prototyping tools like Balsamiq, ProtoIO, inVision, etc.            ",/job/detail/product-manager-job-in-maharashtra-at-impactguru1774776908,Internshala
Junior Quantitative Analyst,RemoteStar,Maharashtra,No experience required,Competitive salary,,6 days ago,"We are an agile, young bunch. You will get to solve some extremely challenging engineering problems and shape the future of the fast paced Algo-Trading industry while working alongside other exceptional programmers, quants and traders.Role Summary - Junior Quantitative Analyst As a Junior Quantitative Analyst at iRage you will be involved in analysing market behaviour from both micro and macro perspective by:Analyse the data from the exchanges to build trading strategiesAnalyse activities of market participants at the microsecond time frame to ascertain micro behavioural patterns that can be traded successfully.At the same time, analyses information across a much longer time frame (and from other financial instruments, fundamental data) to build macro trading strategies.Aim to automate all the trading strategies built aboveEvaluate the profitability of various trading signals on various financial assets across various time horizons.Work with senior traders in the firm in performing analytical functions (profitability analytics, market trend analytics, etc) and prepare reports accordingly.Required Skillset:Basic awareness of financial markets and fundamentalsStrong logical & quantitative aptitudeStrong educational background with a focus on financeDrive of working with big data analytical tools like R, etc. is preferredGood programming in Python (C++ is desirable)NISM certificate mandatory            ",/job/detail/fresher-junior-quantitative-analyst-job-in-maharashtra-at-remotestar1774776610,Internshala
