provider,region,instance_type,vCPU,ram_gb,storage_gb,bandwidth_tb,contract_type,usage_hours,monthly_cost($)
GCP,us-west-2,memory,16,16,500,4.62,On-Demand,720,196.16
Azure,eu-west-1,memory,4,32,1000,4.2,On-Demand,720,165.48
AWS,eu-west-1,general,4,16,500,2.43,On-Demand,720,96.77
Azure,eu-west-1,compute,4,8,500,2.73,On-Demand,720,92.68
GCP,us-east-1,compute,4,16,500,3.53,On-Demand,720,101.34
AWS,ap-south-1,general,4,8,100,2.86,On-Demand,720,71.44
GCP,us-east-1,memory,2,32,500,2.05,On-Demand,720,95.71
Azure,us-east-1,general,8,8,100,1.62,On-Demand,720,94.79
Azure,ap-south-1,general,8,16,100,4.61,Reserved,720,97.06
AWS,us-west-2,memory,2,16,500,4.54,On-Demand,720,100.76
Azure,us-east-1,general,4,32,1000,4.13,On-Demand,720,164.82
GCP,ap-south-1,memory,4,16,200,2.92,On-Demand,360,83.3
AWS,us-east-1,general,4,32,500,2.18,On-Demand,360,116.92
GCP,eu-west-1,general,4,16,1000,2.02,Reserved,720,79.06
AWS,us-west-2,memory,2,16,200,2.69,Reserved,720,50.84
AWS,ap-south-1,general,8,8,500,2.11,On-Demand,720,112.69
AWS,eu-west-1,general,8,32,1000,4.92,On-Demand,720,194.08
Azure,us-east-1,compute,4,16,200,4.86,On-Demand,720,110.4
Azure,us-west-2,compute,2,16,1000,4.06,On-Demand,720,124.89
AWS,eu-west-1,memory,4,16,100,1.09,On-Demand,720,66.71
AWS,us-west-2,general,2,64,500,2.6,Reserved,720,108.36
Azure,us-west-2,general,4,32,500,4.33,On-Demand,360,143.08
Azure,us-west-2,compute,4,64,200,0.97,Reserved,360,103.82
GCP,us-east-1,memory,2,8,500,3.99,On-Demand,360,80.38
GCP,ap-south-1,general,8,32,100,1.61,On-Demand,720,117.6
AWS,us-east-1,memory,16,64,500,3.33,On-Demand,720,262.07
AWS,us-west-2,general,2,16,500,3.92,Reserved,720,68.53
GCP,us-east-1,compute,4,16,1000,2.24,On-Demand,360,111.68
AWS,us-west-2,general,8,32,500,3.29,On-Demand,360,156.91
GCP,us-east-1,memory,8,32,1000,2.48,On-Demand,360,163.51
GCP,ap-south-1,memory,4,64,1000,3.94,On-Demand,360,190.06
GCP,us-east-1,compute,16,16,200,3.83,Reserved,360,127.14
Azure,us-west-2,memory,2,16,1000,0.89,Reserved,720,68.35
AWS,us-west-2,memory,4,32,100,1.4,On-Demand,360,91.9
GCP,ap-south-1,memory,8,16,100,2.31,Reserved,720,73.66
Azure,eu-west-1,memory,4,64,100,0.92,On-Demand,360,139
Azure,us-west-2,memory,2,16,200,0.75,Reserved,720,40.18
AWS,eu-west-1,memory,8,8,200,4.21,On-Demand,720,118.09
GCP,us-west-2,general,2,16,500,2.26,On-Demand,720,76.23
AWS,us-west-2,compute,4,64,100,3.24,On-Demand,360,153.26
GCP,eu-west-1,general,4,16,100,3.19,Reserved,720,58.56
GCP,us-east-1,memory,2,32,1000,3.22,On-Demand,720,127.09
Azure,us-east-1,compute,2,16,1000,3.66,On-Demand,720,121.11
GCP,ap-south-1,general,4,32,500,4.22,On-Demand,360,128.52
Azure,us-west-2,memory,2,8,1000,2.55,Reserved,720,71.18
GCP,us-east-1,memory,4,16,1000,1.73,On-Demand,720,107.32
AWS,ap-south-1,compute,16,32,1000,1.49,On-Demand,360,223.21
GCP,eu-west-1,compute,8,16,500,4.81,On-Demand,720,140.78
Azure,us-east-1,compute,16,64,200,2.87,Reserved,720,184.79
Azure,eu-west-1,memory,8,32,500,4.69,On-Demand,720,177.99
Azure,ap-south-1,general,16,16,200,2.64,On-Demand,360,183.92
Azure,us-east-1,memory,16,16,100,0.99,On-Demand,720,163.6
Azure,ap-south-1,memory,16,64,200,1.82,Reserved,720,177.64
Azure,ap-south-1,general,8,64,200,1.7,On-Demand,720,182.6
AWS,eu-west-1,compute,16,8,500,4.25,Reserved,720,138.2
GCP,us-west-2,general,2,16,100,1.98,Reserved,720,40.85
AWS,eu-west-1,compute,4,8,200,2.8,Reserved,720,54.29
AWS,ap-south-1,general,4,16,100,1.17,On-Demand,720,67.43
AWS,us-east-1,memory,4,16,500,1.49,Reserved,360,63.58
GCP,us-east-1,compute,8,64,1000,2.93,Reserved,720,151.14
AWS,eu-west-1,memory,4,16,500,4.05,Reserved,360,80.17
Azure,eu-west-1,compute,2,64,500,2.92,Reserved,720,115.96
GCP,eu-west-1,general,2,32,1000,3.29,On-Demand,360,127.69
AWS,ap-south-1,memory,2,16,200,4.95,On-Demand,360,90.95
AWS,us-west-2,compute,8,8,100,4.08,On-Demand,360,112.42
GCP,eu-west-1,general,2,64,200,4.83,On-Demand,720,149.22
GCP,eu-west-1,memory,8,8,1000,4.22,On-Demand,720,146.47
Azure,us-east-1,memory,16,8,1000,4.52,On-Demand,360,227.72
Azure,ap-south-1,compute,16,16,100,1.98,On-Demand,360,172.96
GCP,us-west-2,memory,8,32,200,0.63,On-Demand,720,113.5
Azure,ap-south-1,general,4,8,200,2.68,On-Demand,360,78.04
Azure,eu-west-1,compute,4,32,1000,0.84,Reserved,360,96.28
AWS,ap-south-1,general,4,32,500,3.24,On-Demand,720,126.46
Azure,ap-south-1,compute,16,32,1000,0.81,On-Demand,720,227.94
AWS,us-east-1,general,2,8,500,3.86,On-Demand,720,83.44
Azure,us-east-1,memory,8,8,200,1.71,Reserved,720,72.27
AWS,us-east-1,memory,2,32,500,1.35,Reserved,360,68
Azure,us-west-2,memory,16,64,1000,2.62,Reserved,720,210.3
Azure,ap-south-1,compute,4,64,100,0.6,On-Demand,720,135.98
Azure,ap-south-1,general,4,16,1000,2.54,On-Demand,360,126.27
AWS,ap-south-1,memory,2,16,200,1.13,Reserved,720,40.73
GCP,us-east-1,memory,4,8,100,3.34,On-Demand,720,71.97
Azure,eu-west-1,general,2,32,500,0.62,Reserved,720,66.44
Azure,eu-west-1,general,2,32,100,4.54,Reserved,360,79.5
GCP,eu-west-1,compute,4,8,200,1.51,Reserved,720,43.63
AWS,ap-south-1,general,2,64,100,4.63,On-Demand,360,150.77
Azure,us-west-2,compute,4,16,500,4.8,On-Demand,360,124
AWS,us-east-1,compute,16,8,200,2.82,Reserved,720,119.22
Azure,ap-south-1,compute,4,64,500,0.53,Reserved,720,111.03
AWS,us-east-1,general,2,8,100,3.03,On-Demand,360,57.97
AWS,us-west-2,compute,8,16,200,2.76,On-Demand,360,116.24
GCP,eu-west-1,memory,4,16,100,4.88,On-Demand,360,95.78
AWS,us-east-1,general,2,64,1000,1.31,On-Demand,360,161.39
Azure,eu-west-1,memory,4,64,500,3.86,On-Demand,720,185.68
GCP,us-west-2,memory,4,8,500,4.63,On-Demand,360,100.1
GCP,ap-south-1,memory,4,16,100,4.49,Reserved,360,66.56
AWS,eu-west-1,memory,2,8,500,4.11,On-Demand,360,85.69
AWS,us-east-1,memory,8,8,200,4.21,Reserved,360,85.02
Azure,ap-south-1,memory,16,32,100,4.16,On-Demand,720,217.08
GCP,us-west-2,memory,2,16,500,0.57,On-Demand,360,61.78
GCP,us-west-2,compute,8,32,500,1.95,On-Demand,360,137.61
GCP,us-west-2,compute,8,32,200,4.1,On-Demand,720,143.16
AWS,eu-west-1,compute,16,32,100,1.51,On-Demand,720,182.89
Azure,us-west-2,memory,2,32,1000,2.49,On-Demand,360,133.57
Azure,us-west-2,general,16,8,200,4.11,Reserved,720,133.96
GCP,us-east-1,compute,4,32,1000,2.85,On-Demand,720,138.18
AWS,us-east-1,memory,16,8,100,1.98,On-Demand,720,153.52
Azure,eu-west-1,general,4,16,200,0.75,On-Demand,360,71.56
Azure,us-west-2,compute,4,8,100,1.94,Reserved,720,47.75
AWS,ap-south-1,general,8,16,500,3.2,On-Demand,720,133.7
Azure,us-west-2,compute,16,32,200,0.54,On-Demand,360,187.59
GCP,us-west-2,compute,4,8,1000,0.85,On-Demand,720,89.16
AWS,ap-south-1,memory,2,64,200,4.55,On-Demand,720,154.55
GCP,us-west-2,general,4,16,200,3.51,On-Demand,720,88.34
GCP,ap-south-1,general,8,8,200,0.53,Reserved,720,58.12
AWS,us-east-1,compute,2,8,1000,3.49,Reserved,360,73.88
Azure,us-east-1,memory,8,16,100,1.91,Reserved,720,78.69
GCP,us-west-2,memory,8,16,100,4.26,On-Demand,360,118.98
Azure,ap-south-1,compute,4,8,200,3.03,On-Demand,360,81.34
Azure,eu-west-1,memory,8,32,1000,2.05,Reserved,360,127.2
Azure,us-east-1,general,4,8,100,2.04,On-Demand,720,67.26
Azure,us-east-1,general,8,64,200,3.98,On-Demand,720,204.14
Azure,us-west-2,general,8,32,200,0.51,On-Demand,360,124.31
AWS,ap-south-1,general,8,64,100,3.09,On-Demand,720,181.91
Azure,us-east-1,memory,8,64,200,3.9,On-Demand,720,203.38
Azure,eu-west-1,compute,2,8,200,1.17,On-Demand,720,48.02
GCP,us-east-1,memory,16,8,1000,3.39,Reserved,360,141.39
AWS,us-west-2,compute,16,8,500,3.27,On-Demand,720,183.13
Azure,eu-west-1,memory,2,16,200,3.53,On-Demand,360,82.08
Azure,ap-south-1,compute,2,16,500,3.46,On-Demand,360,95.59
GCP,us-east-1,general,2,64,500,3.39,On-Demand,360,149.73
AWS,us-west-2,general,16,16,200,1.84,On-Demand,360,167.96
AWS,us-west-2,general,16,8,200,4.55,Reserved,720,130.43
GCP,us-east-1,compute,4,16,100,0.54,Reserved,720,42.24
AWS,eu-west-1,general,4,32,100,4.73,On-Demand,360,121.87
AWS,ap-south-1,compute,4,64,200,4.36,On-Demand,720,167.84
Azure,eu-west-1,compute,8,32,100,3.83,Reserved,360,108.69
GCP,ap-south-1,memory,16,64,500,2.89,On-Demand,720,245.2
GCP,us-east-1,compute,4,64,1000,4.05,On-Demand,720,191
AWS,us-east-1,general,4,16,1000,4.64,On-Demand,360,139.16
Azure,us-west-2,compute,4,32,100,4.22,Reserved,360,88.66
AWS,eu-west-1,memory,2,16,500,2.37,Reserved,360,58.49
Azure,eu-west-1,general,16,8,1000,3.21,On-Demand,360,215.34
AWS,eu-west-1,general,4,16,500,0.58,On-Demand,360,80.12
AWS,eu-west-1,memory,8,64,500,3.27,Reserved,360,145.1
GCP,us-east-1,memory,8,64,500,1.2,Reserved,720,125.1
AWS,ap-south-1,memory,8,32,200,3.66,On-Demand,360,146.74
AWS,eu-west-1,compute,4,8,1000,4.57,On-Demand,720,127.33
GCP,eu-west-1,compute,8,8,500,2.46,Reserved,360,79.23
Azure,ap-south-1,general,2,16,200,0.98,On-Demand,720,57.98
AWS,us-west-2,compute,8,64,100,2.29,On-Demand,720,174.71
AWS,ap-south-1,compute,2,16,1000,4.11,On-Demand,720,119.39
GCP,us-west-2,compute,16,16,1000,3.41,On-Demand,720,207.19
Azure,eu-west-1,compute,4,64,200,0.78,Reserved,360,102.53
AWS,us-east-1,compute,8,8,100,3.83,Reserved,720,79.32
AWS,eu-west-1,memory,4,16,200,2.73,Reserved,360,61.9
GCP,eu-west-1,compute,8,16,200,1.58,On-Demand,360,100.34
Azure,eu-west-1,memory,2,64,500,4.57,On-Demand,720,176.64
AWS,eu-west-1,general,4,32,1000,2.71,On-Demand,720,144.19
GCP,us-west-2,general,16,16,200,1.81,Reserved,720,114.7
GCP,us-west-2,compute,2,32,200,3.6,On-Demand,720,96.14
GCP,ap-south-1,compute,2,8,100,0.99,Reserved,360,27.09
Azure,us-west-2,memory,2,16,200,2.44,On-Demand,720,71.78
GCP,us-east-1,memory,8,64,500,1.12,On-Demand,360,173.07
AWS,ap-south-1,memory,2,8,100,2.32,On-Demand,720,51.58
AWS,ap-south-1,memory,4,32,1000,1.87,On-Demand,720,136.63
Azure,us-west-2,memory,16,32,200,1.07,Reserved,720,138.67
AWS,us-east-1,memory,4,16,200,3.27,On-Demand,720,90.83
Azure,us-east-1,memory,8,32,500,2.29,On-Demand,720,155.31
AWS,eu-west-1,compute,2,8,500,2.15,Reserved,360,49
GCP,us-west-2,memory,4,64,1000,4.57,On-Demand,720,195.44
AWS,us-east-1,compute,4,16,1000,3.24,Reserved,720,91.12
GCP,eu-west-1,general,4,8,500,3.93,On-Demand,360,94.12
Azure,eu-west-1,general,16,64,1000,3.07,On-Demand,360,296.34
GCP,us-west-2,general,4,64,1000,0.96,On-Demand,360,164.58
GCP,eu-west-1,memory,16,8,500,3.28,On-Demand,360,174.06
AWS,us-west-2,memory,4,8,100,4.1,On-Demand,720,82.6
Azure,eu-west-1,memory,4,8,100,2.9,On-Demand,360,75.39
AWS,eu-west-1,memory,2,8,100,2.94,On-Demand,360,57.16
Azure,us-east-1,memory,8,16,1000,2.64,On-Demand,720,158.72
GCP,ap-south-1,compute,8,8,500,4.54,Reserved,720,92.04
Azure,eu-west-1,general,4,64,100,2.98,On-Demand,720,158.47
Azure,eu-west-1,general,16,8,1000,2.14,On-Demand,720,205.23
Azure,us-west-2,general,4,8,200,1.24,Reserved,720,46.39
AWS,eu-west-1,general,2,8,1000,3.96,On-Demand,360,106.84
GCP,us-east-1,compute,4,8,1000,1.02,On-Demand,720,90.61
GCP,eu-west-1,compute,8,16,1000,4.05,On-Demand,720,155.66
AWS,ap-south-1,compute,2,16,500,1.43,On-Demand,720,72.77
Azure,us-east-1,compute,2,64,1000,1.53,On-Demand,360,171.54
GCP,eu-west-1,memory,2,32,200,0.64,On-Demand,720,70.83
GCP,ap-south-1,compute,4,32,200,1.77,On-Demand,720,94.74
GCP,ap-south-1,memory,4,64,100,1.56,Reserved,360,94.49
Azure,eu-west-1,memory,2,16,1000,3.28,On-Demand,720,117.52
AWS,ap-south-1,memory,2,64,200,3.85,Reserved,720,106.74
AWS,eu-west-1,compute,8,8,500,2.97,On-Demand,720,120.43
GCP,eu-west-1,memory,2,16,1000,1.99,On-Demand,360,95.29
Azure,ap-south-1,memory,8,64,500,4.98,Reserved,360,163.99
GCP,eu-west-1,memory,2,16,1000,4,On-Demand,720,112.48
AWS,us-east-1,general,4,16,100,2.28,On-Demand,360,77.42
Azure,us-east-1,general,4,32,1000,4.67,On-Demand,720,169.92
AWS,us-west-2,general,4,64,200,2.09,On-Demand,360,147.41
GCP,eu-west-1,memory,2,64,200,1.65,Reserved,720,87.86
AWS,us-east-1,memory,8,32,200,0.71,On-Demand,720,120.19
Azure,us-west-2,compute,2,16,100,1.62,On-Demand,720,59.3
Azure,eu-west-1,compute,8,32,100,1.11,On-Demand,720,125.25
Azure,us-east-1,general,4,8,100,4.29,Reserved,720,63.74
AWS,us-west-2,compute,16,8,1000,1.24,On-Demand,360,187.36
Azure,eu-west-1,memory,2,32,1000,1.83,On-Demand,720,127.33
AWS,us-east-1,compute,2,16,100,1.53,Reserved,720,40.08
Azure,eu-west-1,memory,16,32,1000,1.88,On-Demand,720,238.06
AWS,us-east-1,general,4,8,200,3.48,On-Demand,720,81.52
AWS,eu-west-1,memory,2,32,200,1.06,On-Demand,720,78.34
AWS,ap-south-1,compute,8,16,1000,0.74,On-Demand,720,134.06
Azure,ap-south-1,compute,8,16,100,3.57,On-Demand,720,124.98
AWS,us-west-2,compute,2,8,200,2.65,Reserved,360,42.52
Azure,eu-west-1,general,4,32,200,0.88,On-Demand,360,96.31
GCP,us-east-1,compute,2,16,500,3.08,On-Demand,720,83.24
Azure,eu-west-1,compute,16,32,500,3.38,Reserved,720,164.6
GCP,ap-south-1,compute,8,8,500,4.93,On-Demand,720,131.17
Azure,eu-west-1,memory,4,16,200,2.29,On-Demand,360,86.11
GCP,us-west-2,memory,2,8,500,3.65,Reserved,720,55.78
AWS,ap-south-1,general,2,64,500,1.77,On-Demand,360,143.03
GCP,us-west-2,general,4,16,100,3.72,On-Demand,360,85.86
GCP,us-west-2,compute,8,8,1000,4.27,On-Demand,360,146.9
AWS,ap-south-1,general,16,64,1000,2.5,On-Demand,360,277.1
GCP,ap-south-1,general,4,16,1000,2.53,On-Demand,360,114.16
Azure,ap-south-1,memory,2,16,500,0.64,On-Demand,720,68.94
Azure,us-east-1,compute,4,32,500,3.67,Reserved,720,98.53
GCP,us-east-1,memory,2,32,100,1.42,Reserved,360,52.72
GCP,eu-west-1,general,4,16,200,2.25,On-Demand,360,77.57
Azure,eu-west-1,compute,8,32,500,3.85,Reserved,720,122.43
Azure,us-east-1,general,2,32,100,2.95,On-Demand,720,95.39
GCP,ap-south-1,memory,2,16,100,3.68,On-Demand,360,71.27
AWS,us-west-2,compute,4,32,500,3.84,On-Demand,720,131.86
AWS,us-east-1,memory,2,8,100,4.51,Reserved,360,51.33
Azure,us-west-2,compute,8,16,1000,1.32,On-Demand,720,146.24
AWS,ap-south-1,memory,2,64,1000,1.42,Reserved,360,116.91
GCP,ap-south-1,general,2,32,1000,1.91,On-Demand,720,115.89
Azure,us-west-2,compute,2,32,500,3.8,On-Demand,360,122.32
AWS,eu-west-1,general,8,16,1000,4.74,On-Demand,720,170.06
AWS,eu-west-1,compute,2,32,100,3.23,Reserved,720,67.23
AWS,us-east-1,general,4,64,500,3,On-Demand,360,169.1
Azure,eu-west-1,memory,8,16,100,2.68,On-Demand,360,116.57
GCP,ap-south-1,memory,4,32,100,4.3,On-Demand,720,112.1
GCP,us-east-1,general,4,32,200,2.21,On-Demand,360,98.51
Azure,us-west-2,general,2,64,100,2.01,On-Demand,720,133.55
AWS,eu-west-1,compute,2,16,100,3.12,On-Demand,720,69.98
GCP,us-east-1,compute,4,8,100,1.38,Reserved,720,39.75
AWS,us-west-2,compute,16,16,100,3.21,On-Demand,720,175.79
GCP,us-west-2,compute,8,64,500,1.61,On-Demand,720,177.26
GCP,eu-west-1,memory,4,16,200,4.73,On-Demand,720,98.77
GCP,ap-south-1,general,2,32,100,3.86,Reserved,360,67.74
AWS,eu-west-1,compute,8,16,1000,3.78,On-Demand,720,161.42
AWS,ap-south-1,general,2,16,200,0.65,On-Demand,720,52.25
AWS,ap-south-1,memory,2,8,1000,4.12,Reserved,360,77.96
AWS,us-east-1,compute,16,16,1000,4.62,On-Demand,720,228.98
AWS,us-west-2,general,4,16,100,1.49,On-Demand,720,70.31
Azure,ap-south-1,memory,2,32,200,4.41,On-Demand,720,113.91
GCP,eu-west-1,general,16,8,200,0.96,On-Demand,360,141.4
GCP,us-east-1,general,2,16,200,2.26,On-Demand,720,63.4
Azure,us-west-2,compute,2,32,100,3.43,Reserved,720,71.95
GCP,us-west-2,memory,2,32,1000,3.08,On-Demand,720,125.89
Azure,eu-west-1,compute,2,64,200,0.76,Reserved,720,91.05
Azure,us-west-2,general,16,32,200,1.27,On-Demand,720,194.49
Azure,eu-west-1,general,4,32,500,2.76,On-Demand,360,128.25
GCP,us-east-1,general,8,32,200,4.14,On-Demand,720,143.51
Azure,us-east-1,compute,2,8,100,1.8,On-Demand,360,49.24
GCP,eu-west-1,memory,4,8,1000,0.72,On-Demand,720,88.05
AWS,eu-west-1,compute,4,32,500,4.99,On-Demand,720,142.21
AWS,us-west-2,general,2,16,1000,2.61,On-Demand,360,105.89
Azure,us-west-2,memory,8,16,500,3.6,On-Demand,720,144.17
Azure,eu-west-1,memory,4,16,200,4.13,On-Demand,360,103.5
AWS,eu-west-1,compute,2,64,100,1.79,On-Demand,360,125.21
AWS,ap-south-1,compute,4,32,1000,1.44,On-Demand,720,132.76
AWS,us-east-1,memory,4,8,100,2.08,On-Demand,720,64.42
Azure,us-west-2,general,8,64,200,0.83,On-Demand,720,174.37
AWS,eu-west-1,compute,16,16,200,2.9,On-Demand,720,177.5
Azure,ap-south-1,memory,2,32,500,3.74,On-Demand,360,121.76
Azure,eu-west-1,memory,8,8,500,3.89,Reserved,720,97.3
Azure,ap-south-1,general,16,8,200,4.32,On-Demand,720,188.03
GCP,ap-south-1,compute,2,8,1000,2.08,On-Demand,720,85.42
Azure,us-west-2,memory,16,32,1000,2.92,On-Demand,720,247.88
AWS,eu-west-1,memory,16,8,1000,2.14,On-Demand,720,195.46
AWS,us-east-1,memory,4,16,500,2.81,On-Demand,720,100.19
Azure,us-west-2,general,2,16,100,2.64,Reserved,720,49.64
GCP,eu-west-1,memory,4,16,500,0.9,On-Demand,360,78.85
GCP,ap-south-1,memory,4,16,500,1.24,On-Demand,720,81.76
Azure,us-east-1,compute,8,8,1000,3.17,On-Demand,720,151.97
GCP,us-west-2,compute,2,16,100,1.41,Reserved,720,37.34
Azure,us-east-1,memory,16,8,1000,1.65,Reserved,720,144.43
AWS,eu-west-1,memory,16,16,1000,2.52,On-Demand,360,210.08
GCP,us-east-1,compute,4,32,100,1.68,On-Demand,360,89.7
Azure,eu-west-1,memory,8,8,100,1.02,On-Demand,360,89.12
GCP,us-east-1,general,2,32,200,3.63,On-Demand,360,96.4
GCP,us-west-2,compute,2,64,200,2.49,On-Demand,720,129.21
GCP,eu-west-1,general,4,16,500,2.29,Reserved,360,65.33
AWS,eu-west-1,memory,2,64,200,1.85,On-Demand,360,130.25
AWS,us-west-2,compute,4,8,200,3.55,On-Demand,720,82.15
GCP,ap-south-1,general,2,16,1000,2.88,On-Demand,720,102.9
AWS,ap-south-1,memory,2,32,1000,2.97,Reserved,720,94.7
AWS,us-west-2,memory,2,32,500,2.98,On-Demand,720,109.12
GCP,us-west-2,compute,2,16,1000,3.91,On-Demand,720,111.71
GCP,ap-south-1,compute,8,32,500,1.85,On-Demand,360,136.75
GCP,eu-west-1,general,4,16,1000,4.53,On-Demand,720,131.26
Azure,us-west-2,compute,2,8,100,0.54,On-Demand,720,37.34
AWS,eu-west-1,general,8,32,200,4.91,On-Demand,720,157.99
Azure,us-west-2,general,4,8,100,2.71,Reserved,360,52.99
Azure,us-east-1,memory,4,16,1000,0.61,On-Demand,720,108.03
Azure,ap-south-1,compute,16,32,500,1.45,On-Demand,360,210.37
AWS,ap-south-1,compute,8,64,500,4.83,On-Demand,720,215.57
GCP,us-east-1,compute,4,8,100,2.82,On-Demand,360,67.53
AWS,us-east-1,general,16,64,1000,2.52,On-Demand,720,277.28
GCP,us-west-2,general,8,16,200,2.14,On-Demand,720,105.13
Azure,ap-south-1,general,2,8,500,1.87,Reserved,360,49.54
Azure,us-west-2,general,2,16,1000,4.4,On-Demand,720,128.1
Azure,eu-west-1,compute,4,8,500,2.55,On-Demand,360,90.98
Azure,us-east-1,general,2,8,200,4.49,On-Demand,720,79.39
Azure,us-east-1,general,2,8,500,4.88,On-Demand,720,97.25
GCP,us-east-1,compute,4,8,500,0.58,On-Demand,360,65.47
Azure,eu-west-1,general,2,8,200,1.95,On-Demand,720,55.39
Azure,us-east-1,memory,4,8,500,2.57,On-Demand,720,91.17
GCP,us-east-1,general,8,32,1000,2.74,Reserved,720,119.33
AWS,ap-south-1,compute,4,8,200,2.1,On-Demand,720,69.1
Azure,eu-west-1,memory,8,32,100,4.2,On-Demand,720,154.46
GCP,eu-west-1,memory,4,32,1000,2.84,Reserved,720,99.43
Azure,us-east-1,general,8,8,200,2.85,On-Demand,360,111.14
GCP,ap-south-1,memory,8,16,500,4.64,Reserved,360,100.32
AWS,eu-west-1,compute,2,8,100,1.76,On-Demand,360,46.54
Azure,eu-west-1,compute,8,32,1000,4.4,Reserved,360,143.19
Azure,eu-west-1,memory,2,8,100,4.67,On-Demand,360,76.37
AWS,eu-west-1,general,4,16,100,4.13,Reserved,720,67.73
AWS,us-east-1,memory,4,8,500,4.8,Reserved,720,76.97
AWS,eu-west-1,general,8,64,1000,4.4,Reserved,720,168.62
GCP,ap-south-1,memory,2,32,200,4.4,On-Demand,360,102.98
Azure,eu-west-1,memory,8,32,1000,3.18,On-Demand,720,187.34
GCP,us-east-1,compute,8,8,500,3.97,On-Demand,720,122.96
AWS,us-east-1,compute,4,16,100,2.18,On-Demand,720,76.52
Azure,ap-south-1,memory,8,64,100,3.33,On-Demand,360,193.27
AWS,eu-west-1,general,2,16,500,4.43,On-Demand,360,99.77
AWS,us-west-2,compute,8,8,100,3.02,On-Demand,360,102.88
GCP,eu-west-1,compute,8,8,100,2.76,On-Demand,720,95.51
GCP,us-west-2,compute,8,64,1000,1.64,Reserved,720,143.2
Azure,us-west-2,general,8,16,500,1,On-Demand,360,119.6
GCP,ap-south-1,general,2,8,1000,2,On-Demand,720,84.74
Azure,eu-west-1,compute,16,16,200,3.97,On-Demand,720,196.49
AWS,us-east-1,memory,8,16,100,3.39,On-Demand,720,117.41
Azure,eu-west-1,memory,4,16,200,0.79,On-Demand,720,71.94
AWS,us-east-1,memory,16,8,100,1.05,On-Demand,360,145.15
GCP,us-east-1,compute,8,64,100,2.39,On-Demand,720,166.83
AWS,us-west-2,compute,2,8,200,4.9,On-Demand,720,79.3
GCP,eu-west-1,general,8,8,1000,1.99,On-Demand,720,127.4
Azure,eu-west-1,compute,16,16,100,2.25,On-Demand,720,175.51
Azure,eu-west-1,general,4,16,200,2.63,Reserved,360,64.31
Azure,us-west-2,general,16,16,500,1.68,On-Demand,360,189.02
AWS,us-east-1,memory,2,8,100,0.74,On-Demand,720,37.36
GCP,us-east-1,compute,8,64,200,2.95,Reserved,360,126.64
Azure,us-west-2,general,4,8,1000,2.2,On-Demand,720,111.3
AWS,ap-south-1,compute,2,8,200,1.64,On-Demand,720,49.96
AWS,ap-south-1,general,4,8,1000,4.08,On-Demand,720,122.92
AWS,ap-south-1,general,4,64,200,2.03,On-Demand,720,146.87
Azure,ap-south-1,compute,16,32,200,1.4,On-Demand,720,195.72
AWS,eu-west-1,general,8,32,200,3.35,On-Demand,720,143.95
GCP,us-west-2,memory,4,64,1000,4.73,Reserved,720,141.7
GCP,us-east-1,general,2,8,500,0.54,On-Demand,360,50.88
Azure,us-east-1,general,4,8,100,1.43,On-Demand,720,61.5
AWS,us-east-1,general,16,8,200,2.09,On-Demand,720,159.01
Azure,us-east-1,memory,16,32,100,2.8,On-Demand,720,204.23
AWS,ap-south-1,memory,8,64,500,2.65,On-Demand,720,195.95
Azure,ap-south-1,compute,2,8,200,3,On-Demand,720,65.31
Azure,us-east-1,compute,4,8,100,3.36,Reserved,720,57.41
GCP,us-east-1,memory,2,64,100,1.78,On-Demand,720,118.86
AWS,us-east-1,memory,2,8,200,1.34,On-Demand,360,47.26
GCP,us-west-2,memory,4,8,500,2.88,Reserved,720,61.3
GCP,us-east-1,memory,8,32,100,0.59,On-Demand,360,108.88
AWS,us-west-2,general,16,8,500,1.7,On-Demand,360,169
Azure,ap-south-1,compute,4,32,100,0.58,On-Demand,360,88.75
AWS,us-east-1,memory,4,8,1000,1.22,Reserved,360,69.97
AWS,us-east-1,compute,4,8,200,0.72,Reserved,360,40.81
GCP,ap-south-1,memory,2,16,200,4.03,Reserved,360,56.55
GCP,us-west-2,memory,4,32,100,1.33,On-Demand,720,86.71
AWS,ap-south-1,general,2,16,100,4.78,Reserved,720,61.14
AWS,eu-west-1,compute,16,8,500,1.07,On-Demand,720,163.33
Azure,us-east-1,general,2,16,500,3.5,On-Demand,360,95.97
GCP,ap-south-1,general,2,16,1000,1.25,On-Demand,360,88.97
GCP,ap-south-1,memory,4,8,100,0.66,On-Demand,720,49.06
GCP,ap-south-1,compute,4,16,500,2.78,Reserved,720,68.35
AWS,us-east-1,general,8,16,200,0.5,On-Demand,720,95.9
AWS,eu-west-1,memory,4,64,500,2.52,On-Demand,360,164.78
Azure,us-west-2,general,16,32,200,4.91,On-Demand,720,228.89
GCP,eu-west-1,memory,16,16,1000,4.44,On-Demand,360,215.99
GCP,us-east-1,compute,2,8,1000,3.12,On-Demand,360,94.32
Azure,us-west-2,memory,4,16,1000,1.72,On-Demand,360,118.52
Azure,eu-west-1,general,8,32,1000,0.87,On-Demand,720,165.51
Azure,eu-west-1,general,8,32,1000,2.61,On-Demand,720,181.95
GCP,eu-west-1,memory,2,16,100,4.06,Reserved,720,53.65
GCP,us-west-2,memory,8,32,1000,4.28,On-Demand,720,178.9
