job_category,job_title,company_name,location,experience,experience_level,salary,salary_category,skills,skill_count,posted_time,job_description,job_link,source
AI Engineer,hr - ai implementation specialist,ainterviews,work from home,1,Fresher,competitive salary,Not Disclosed,not specified,3,1 week ago,"at ainterviews.com, we build ai-powered hiring and training systems. we're looking for someone who's worked in hr/recruitment (1-2 years) and genuinely enjoys using ai tools like chatgpt or claude in their daily work. someone who is ai-first. what you'll do:  work directly with client hr teams to understand their hiring processes  design ai interview frameworks and evaluation rubrics  write prompts that assess candidates for roles like store managers, sales executives, kams  help automate parts of the hiring workflowyou're a good fit if:  you've done hands-on recruitment  screening, interviews, assessments  you use ai tools regularly and have built some solutions with them. you can translate ""we need someone good"" into clear, measurable competencies  you're comfortable working in a small, fast-moving teamlocation: gurugram / bangalore experience: 1-2 years in hr, talent acquisition, or recruitmentdm me or drop a comment if this sounds interesting. happy to share more details.            ",/job/detail/remote-hr-ai-implementation-specialist-job-at-ainterviews1774431315,internshala
Data Analyst,data analytics instructor,urban school,work from home,1,Fresher,competitive salary,Not Disclosed,not specified,3,1 week ago,"data analytics instructorjob title: data analytics instructor (part-time)company: urban schoollocation: hyderabad (on-site)job type: part-time / contractjob overviewurban school is seeking a data analytics instructor to deliver an after-school program for grades 11 and 12. the role involves conducting structured sessions on data analytics fundamentals, introductory python, data visualization, and ai-assisted analytics. the instructor will guide students through hands-on learning and support them in completing a team-based data analytics project.key responsibilitiesdeliver engaging classroom sessions on data analytics conceptsteach students the complete analytics workflow: data exploration, cleaning, analysis, visualization, and insightsconduct hands-on sessions using excel/google sheets and python (google colab)introduce basic ai-assisted data analysis and prompt usagesupport students in project selection, execution, and presentationevaluate student progress and provide feedbackcollaborate with the urban school team on session planning and deliveryrequired skills and qualifications1-3 years of experience in data analytics, teaching, or related fieldseducational background in computer science, data science, statistics, or related domainsstrong understanding of:      data analytics fundamentals      excel / google sheets for data handling      python for data analysis (pandas, basic visualization)     data visualization conceptsfamiliarity with ai tools for data analysis (basic prompt usage)ability to explain technical concepts clearly to studentspreferred candidate profileprior experience teaching or training studentsexperience working with beginner-level learnersexposure to project-based or experiential learning environmentskey competenciesstrong communication skillsclassroom management abilityability to simplify complex conceptshands-on teaching approachproblem-solving mindsetengagement detailspart-time instructional rolesession-based delivery (weekly schedule)on-site sessions in hyderabad selection processinitial screening interviewdemo class evaluationabout urban schoolurban school focuses on building practical, future-ready learning experiences for students through structured programs in emerging domains such as data analytics, technology, and applied learning.            ",/job/detail/remote-part-time-data-analytics-instructor-job-at-urban-school1774431133,internshala
AI Engineer,ai trainer,anudip foundation,work from home,2,Fresher,competitive salary,Not Disclosed,not specified,3,1 week ago,"company name- anudip foundation for social welfarewebsite- www.anudip.orglocation- uttar pradesh (prayagraj and gorakhpur)role objective:to impart training and monitor the student life cycle for ensuring standard outcomeresponsibilities:impart training on ai domainmapping and identifying areas where needy and underprivileged youths may be found, and counseling them to enroll in relevant courses.review student resumes and give feedback; provide coaching for the interview process.conducting mock interviews.assign and grade class work, homework, tests and assignments.encourage and monitor the progress of individual students.observe and maintain accurate and complete records of students progress and development.counseling students with academic problems and providing student encouragement.groom the students to prepare them for jobs.needs to undertake additional responsibilities from time to time based on the organizations needs.important topics (required)fundamentals of artificial intelligence (ai)machine learning (ml)deep learning (dl)natural language processing (nlp) and large language models (llms)computer visionmodel deployment techniquesai tools and frameworksai ethics and governancedesired profile:graduaterelevant experience of at least 2(two) year.professional training in ai & its concepts.computer literate with sound knowledge of microsoft officewillingness to travelgood communication skills, influencing skills .proficient in english and hindipreferred industry: it/ites            ",/job/detail/remote-ai-trainer-job-at-anudip-foundation1774431080,internshala
Data Scientist,data science instructor - learning centre,upgrad,haryana,2,Fresher,competitive salary,Not Disclosed,not specified,3,1 week ago,"job title: instructor offline learning centrelocation: panipat, haryanaworking days: 6 (monday to saturday)about upgradfounded in 2015, upgrad is asias largest integrated learning, skilling, workforce development, and placement company. its offerings include online and hybrid degrees, study abroad programs,certifications, bootcamps, and doctorates for working professionals. through its b2b arm, upgradalso provides enterprise training, recruitment, and staffing services. with 10m+ learners across 100+countries, 300+ global university partners, 2500+ pathway connections, and 20,000+ recruitment partners, upgrad continues to empower careers worldwide.learn more: www.upgrad.com/offline-centresabout the roleas an instructor at our offline learning centres, you will deliver engaging sessions in data science, machine learning, deep learning, and related fields to students and working professionals. you will play a vital role in ensuring high-quality learning outcomes through classroom teaching, mentorship, and academic support.this is a unique opportunity to combine your passion for technology and education, while shaping the careers of tomorrow.6 reasons to join upgrad offline learning centres1. career growth & sme pathway: accelerate your career with opportunities to move into leadership roles and grow as a subject matter expert by contributing to content development, curriculum design and new program launches.2. continuous upskilling: access 100% free upgrad programs for yourself and a 50% discount for your family.3. comprehensive health & wellbeing: benefit from inr 5l medical insurance for yourself and your family, plus a 24x7 mental health helpline for all-round support.4. attractive incentives: earn additional incentives for successful student referrals from your batches, giving you direct rewards for expanding the learner community.5. employee referral bonus: receive inr 15,000 for every successful employee referral bring great talent to upgrad and get rewarded.6. impact & exposure: opportunity to work with industry leaders, design cutting-edge content, and directly impact learner success.key responsibilities* deliver in-person lectures and training sessions in data science, machine learning, deep learning and related domains.* guide learners through concepts, case studies, and projects to ensure strong understanding and application.* collaborate with centre managers and academic teams to monitor learner progress and outcomes.* support students with doubt-solving, mentorship, and building career-ready skills.* continuously update knowledge and content to stay current with industry trends and tools.skills & experience* minimum 2+ years of teaching/training experience in data science, machine learning, or related fields.* strong programming skills in python and understanding of sql, excel.* solid grasp of ml/dl concepts such as regression, decision trees, random forests, ensemble methods, neural networks, nlp, recommendation systems, etc.* strong communication, presentation, and mentoring skills.* comfortable with both classroom delivery and online teaching (camera-facing).* education: be/ b.tech (minimum); postgraduate preferred.equal opportunitywe are an equal opportunity employer and value diversity at our company.we do not discriminate on the basis of race, religion, colour, national origin, gender, gender identity or expression, sexual orientation, age, marital status, veteran status, or disability status.all employment is decided on the basis of qualifications, merit, and business need.            ",/job/detail/data-science-instructor-learning-centre-job-in-haryana-at-upgrad1774346110,internshala
Data Analyst,data engineer (analyst),canopus infosystems - a cmmi level 3 company,work from home,2,Fresher,competitive salary,Not Disclosed,not specified,3,1 week ago,"job title:data engineer (analyst)experience:2.5 to 5yearslocation:pan india (remote/on-siteas applicable)about the role:we are looking fordata engineer (analyst)to build andmaintainreliable data pipelines and analytics-ready datasets thatpowerbi reporting, product insights, and business decision-making.youllwork across multiple data sources, model clean reporting layers, and ensure data quality end-to-end.key responsibilities:build andmaintainscalableetl/elt pipelines(batch and incremental) usingsql + pythonintegrate data fromdatabases, apis, saas tools, event data, and flat filesdesign analytics-readydata models(star schema/marts) for self-serve reportingcreate andoptimizetransformations in a cloud warehouse/lakehouse(e.g.,snowflake,bigquery, redshift, synapse, databricks)partner with stakeholders to definekpis, metric logic, and reporting requirementsmaintain dashboards and reporting outputs in tools likepower bi, tableau, looker, or sigmaimplementdata quality checks, monitoring, alerts, and documentation to keep datasets trustedtune performance and cost (incremental loads, partitioning, query optimization, file formats)required skills:strongsqlskills (ctes, window functions, joins, aggregations, optimization)strongpythonskills for transformations and automationhands-on experience withat least one cloud platform: aws / azure / gcpexperience with a moderndata warehouse/lakehouse(snowflake/bigquery/redshift/synapse/databricks)solid understanding ofetl/eltpatterns (incremental loads, retries, idempotency, basic cdc)comfort withdata modelingfor analytics and bi reportingexperience building stakeholder-friendly reporting in abi tool(power bi/tableau/looker/sigma)nice to have:orchestration tools:airflow,dbt,dagster, prefect, adf, glue, etc.streaming/event data:kafka, kinesis, pub/submonitoring/logging:cloudwatch, azure monitor, gcp monitoring, datadogci/cd + git-based workflows for data pipelines            ",/job/detail/remote-data-engineer-analyst-job-at-canopus-infosystems-a-cmmi-level-3-company1774344738,internshala
Data Scientist,advanced data science associate consultant,terra technology circle consulting private limited,bangalore,0,Not Disclosed,competitive salary,Not Disclosed,not specified,3,1 week ago,"hands-on experience with llms, fine-tuning, prompt engineering, familarity with agentic ai frameworks, clinical data management experience (familarity with sdtm, adam, tlf) will be a plus            ",/job/detail/fresher-advanced-data-science-associate-consultant-job-in-bangalore-at-terra-technology-circle-consulting-private-limited1774344733,internshala
AI Engineer,trainer  generative ai & automation,dr reddy's foundation,bangalore,2,Fresher,competitive salary,Not Disclosed,not specified,3,1 week ago,"job title: trainer  generative ai & automationprogram: future ready skilling and innovation employment type: full-timelocation: bangalore and chennaiabout dr. reddys foundationdr. reddys foundation is a not-for-profit organization with over 27 years of experience in skill development across india. our programs equip unemployed youth with job-ready capabilities and connect them to meaningful entry-level opportunities. as the skilling landscape evolves, we are expanding into future-ready domains such as generative ai and automation to help young people build relevant, technology-enabled careers.position overviewthe trainer  generative ai & automation will lead the delivery of a 90-day skilling program designed for unemployed graduates. the role requires strong hands-on expertise in ai tools, automation platforms, and practical workflows, along with the ability to make technical concepts accessible to first-time learners. the trainer will be responsible for curriculum delivery, learner engagement, project facilitation, assessments, and ensuring participants graduate with practical, employment-ready skills.key responsibilitiestraining deliverydeliver the full program curriculum in a structured, engaging, and learner-friendly manner.facilitate practical sessions using tools such as chatgpt, claude, cursor, github copilot, make.com, zapier, n8n, jasper, and elevenlabs.conduct live demonstrations, guided exercises, coding walkthroughs, and real-world workflow simulations.adapt instruction for learners with diverse academic backgrounds and limited prior exposure to ai or automation.maintain clear session plans aligned with program timelines and learning outcomes.learner engagement & assessmenttrack learner progress through quizzes, assignments, practical exercises, and project reviews.provide timely and actionable feedback on prompts, scripts, automation workflows, and project outputs.identify learners who need additional support and provide remedial guidance where required.create an inclusive and encouraging classroom environment, especially for first-generation tech learners.mentor participants through capstone projects, from problem identification to solution design, build, and documentation.curriculum & content improvementreview and refine modules, assessments, and practical exercises before each cohort.develop supplementary resources such as prompt libraries, cheat sheets, templates, and revision guides.keep course content current by incorporating relevant developments in ai tools and automation platforms.work with the curriculum team and program leadership to improve future batches based on learner feedback and outcomes.industry alignment & placement supportconnect classroom learning to real-world use cases in it, bpo, marketing, content, and operations roles.support participants in developing portfolio projects, github profiles, and workflow demonstrations.participate in employer interactions, demo days, and showcase sessions where required.reporting & coordinationmaintain accurate attendance, assessment, and learner progress records.submit regular session updates and flag risks or learner concerns to the program manager.coordinate with operations teams to ensure readiness of devices, internet, software, and other classroom requirements.qualifications & experienceminimum qualificationsbachelors degree in computer science, information technology, engineering, or a related field.24 years of hands-on experience in ai tools, automation platforms, software development, or related technical work.prior experience in training, teaching, facilitation, or technical instruction.demonstrated experience building workflows using at least two of the following: make.com, zapier, n8n.proficiency in python scripting for automation and api-based integrations.preferred qualificationsexperience training learners from non-technical or first-generation graduate backgrounds.certification in generative ai, cloud platforms, automation tools, or related technical areas.exposure to the development sector, nonprofit, or social enterprise environments.experience facilitating project-based learning and guiding capstone or portfolio work.familiarity with learning management systems (lms) and digital assessment tools.technical skills requiredgenerative ai & llm toolsworking proficiency in chatgpt, claude, gemini, and prompt engineeringai coding assistantsworking proficiency in cursor, github copilot, and similar toolsautomation platformsstrong hands-on capability in make.com, zapier, and n8nprogramming & integrationsintermediate to advanced python skills for scripting and automationworking knowledge of rest apis, webhooks, and jsonai content & productivity toolsfamiliarity with jasper, elevenlabs, and related ai content toolsdeveloper toolsworking knowledge of github, vs code, and basic command line usagecore competenciesability to simplify complex technical concepts for non-technical learnershigh learner empathy and patiencestrong classroom facilitation and communication skillscuriosity and commitment to staying current in a fast-evolving ai landscapestructured, self-driven approach to training delivery and learner managementcollaborative mindset and comfort working in cross-functional teamsstrong commitment to equitable access to quality skillingwhy join usopportunity to shape employability outcomes for young graduates entering the workforcechance to work on an emerging and high-impact skilling domainaccess to evolving tools, platforms, and continuous learning opportunitiesopportunity to shape curriculum and contribute to drfs future-ready skilling portfoliomission-driven work within an organization with a strong legacy in skill developmentdr. reddys foundation is an equal opportunity employer committed to fostering a diverse and inclusive workplace.            ",/job/detail/trainer-generative-ai-automation-job-in-bangalore-at-dr-reddys-foundation1774225856,internshala
AI Engineer,campaign specialist,super.money,bangalore,1,Fresher,competitive salary,Not Disclosed,not specified,3,1 week ago,"job title: growth associate ( crm)company: super.moneylocation: bangaloreemployment type: full-timeyears of experience - 1 -3 yearsabout the rolesuper.money is looking for a data-driven and execution-focused growth associate - crm to join our growth team. in this role, you will be the driving force behind our user communication, responsible for setting up, executing, and optimizing multi-channel campaigns. if you have a knack for building automated user journeys and live and breathe crm tools, we want you on our team.key responsibilitiescampaign execution: set up, test, and deploy end-to-end crm campaigns across multiple communication channels, including sms, whatsapp, push notifications (pns), and in-app messages.journey automation: design and automate complex lifecycle marketing journeys (onboarding, engagement, retention, and reactivation) to deliver the right message to the right user at the right time.tool management: leverage our internal tools alongside industry-leading platforms to orchestrate seamless communication flows.performance tracking: monitor the performance of campaigns and automated journeys. analyze key metrics (open rates, ctrs, conversion rates) and a/b test variations to continuously optimize results.cross-functional collaboration: work closely with the product, design, and analytics teams to ensure messaging is on-brand, accurate, and aligned with overall business objectives.requirements & qualificationsplatform expertise (prerequisite): hands-on, extensive experience with moengage or similar tool is strictly required. you must be highly capable of independently building and automating user journeys within the platform.channel experience: proven track record of executing successful campaigns via sms, whatsapp, pns, and in-app channels.technical aptitude: comfort working with internal comms tools and integrating them with broader crm strategies.analytical mindset: strong ability to read data, draw actionable insights, and iterate on campaign setups based on performance metrics.attention to detail: meticulous in setting up target segments, proofing copy, and ensuring flawless execution of automated triggers            ",/job/detail/campaign-specialist-job-in-bangalore-at-supermoney1774178167,internshala
AI Engineer,ai/ml engineer,optum,nanakramguda,2,Fresher,competitive salary,Not Disclosed,not specified,3,1 week ago,"primary responsibilities:develop and implement ai/ml solutions using python, pandas, numpy, and sqlutilize frameworks such as scikit learn, tensorflow, and pytorch to build and deploy modelsperform exploratory data analysis (eda), statistical analysis, and feature engineering to uncover insights and patterns in databuild, tune, and evaluate machine learning models for predictive and prescriptive analyticsconduct drift analysis to monitor model performance and ensure accuracy over timecollaborate with cross-functional teams to understand business requirements and translate them into technical solutionswork on the full life cycle of ai/ml projects, including data preparation, model development, tuning, and deploymentensure the scalability, reliability, and efficiency of ai/ml solutions in production environmentsstay updated with the latest advancements in ai/ml techniques and tools, and identify opportunities to apply them to enhance existing solutionsdocument and communicate findings, methodologies, and insights to technical and non-technical stakeholderscomply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regard to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). the company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do soqualifications - externalrequired qualifications:bachelor's or master's degree in computer science, data science, statistics, or a related field2+ years of experience in data science, ai/ml, or a similar roleexperience with the full life cycle of ai/ml projects, including eda, model development, tuning, and drift analysishands-on experience in delivering production-grade ai/ml projectssolid programming skills in python, with experience in pandas, numpy, and sqlproficiency in frameworks such as scikit learn, tensorflow, and pytorchsolid understanding of mathematical and statistical conceptsknowledge of big data technologies (pyspark, hadoop) and data streaming tools (kafka, etc.) is a plus.proven excellent problem-solving and analytical thinking skillssolid communication and collaboration skills to work effectively in a team environment            ",/job/detail/ai-ml-engineer-job-in-nanakramguda-at-optum1774175827,internshala
Data Analyst,data analyst,tripile,delhi,0,Not Disclosed,competitive salary,Not Disclosed,not specified,3,2 weeks ago,"company description tripile, operated by trivoya ventures llc and based in austin, texas, specializes in providing travel solutions, including flights, cruises, and car rentals. with a focus on seamless travel experiences, tripile leverages industry expertise to deliver exceptional services for travelers. the company is committed to simplifying travel planning and providing flexible options to suit diverse customer needs. role description this is a full-time remote role for a data analyst at tripile. the data analyst will be responsible for collecting, analyzing, and interpreting data to support decision-making processes. key tasks include developing insights through advanced analytics, creating data models, and generating reports to identify trends. strong collaboration and clear communication with multiple teams are essential to ensure the delivery of actionable business insights. qualifications proficiency in data analytics, including extracting, analyzing, and interpreting data.strong foundation in analytical skills and statistics to identify and measure trends and opportunities.experience with data modeling techniques to build efficient analytical models.excellent communication skills, including presenting insights and collaborating with cross-functional teams.proficiency in tools and technologies such as sql, excel, or statistical programming languages (e.g., python, r) is highly desirable.bachelor's degree in data science, computer science, statistics, mathematics, or related quantitative field.previous experience in the travel or e-commerce industry is a plus.            ",/job/detail/fresher-data-analyst-job-in-delhi-at-tripile1774085500,internshala
AI Engineer,machine learning engineer,ab inbev gcc india,bangalore,2,Fresher,competitive salary,Not Disclosed,not specified,3,2 weeks ago,"dreaming big is in our dna. its who we are as a company. its our culture. its our heritage. and more than ever, its our future. a future where were always looking forward. always serving up new ways to meet lifes moments. a future where we keep dreaming bigger. we look for people with passion, talent, and curiosity, and provide them with the teammates, resources and opportunities to unleash their full potential. the power we create together  when we combine your strengths with ours  is unstoppable. are you ready to join a team that dreams as big as you do?ab inbev gcc was incorporated in 2014 as a strategic partner for anheuser-busch inbev. the centre leverages the power of data and analytics to drive growth for critical business functions such as operations, finance, people, and technology. the teams are transforming operations through tech and analytics.do you dream big?we need you.job descriptionjob title: machine learning engineerlocation: bangalore (onsite)reporting to: sr. manager - analyticspurpose of role we are seeking a skilled and motivated machine learning engineer to design, build, and deploy ml systems that power intelligent products and services. in this role, you will collaborate closely with data scientists, engineers, and product teams to deliver scalable and efficient solutions in production environments.key tasks and accountabilitiescollaborate with data scientists and backend engineers to preprocess, clean, and structure data.build, maintain, and enhance robust ml pipelines and production-grade systems.deploy models into production environments and ensure scalability, reliability, and low latency.monitor production systems, identify bottlenecks, and proactively resolve performance issues.work with task management and messaging systems like redis, rabbitmq, and celery.implement basic ci/cd practices for ml models and pipelines.use containerization tools like docker to streamline deployment and testing.qualifications, experience, skillseducation:bachelors or masters degree in computer science, data science, engineering, or a related field (open to any degree with relevant experience).experience: minimum 2  5 years of hands-on experience in machine learning engineering, ai projects, or system design.technical/functional skills: mandatory skills:proficiency in programming languages, especially python.strong experience with relational databases such as mssql.hands-on experience with redis, rabbitmq, celery, or similar tools.working knowledge of docker and containerized environments.good understanding of ci/cd principles and practices for ml workflows.familiarity with machine learning frameworks such as tensorflow, pytorch, or equivalent.preferred (good to have) skills:solid foundational knowledge of statistics, algorithms, and data science concepts.ability to troubleshoot complex system issues and optimize system performance.strong problem-solving skills, attention to detail, and ability to work collaboratively.and above all of this, an undying love for beer!we dream big to create future with more cheers.            ",/job/detail/machine-learning-engineer-job-in-bangalore-at-ab-inbev-gcc-india1774053083,internshala
Data Scientist,data scientist,tata consultancy services,work from home,1,Fresher,competitive salary,Not Disclosed,not specified,3,2 weeks ago,"responsibilitiesproven experience as a data scientist or similar rolesolid understanding of modeling, experimentation, feature engineeringknowledge of data management and visualization techniquesa knack for statistical analysis and predictive modelinggood knowledge of python and associated data science libraries like scikit-learn, pandas, ml flow (or similar)experience of deploying models good team skill and interpersonal skillrequired technical skill set**bachelor's degree or equivalent experience in quantative field (statistics, mathematics, computer science, engineering, etc.)at least 1 - 2 years' of experience in quantitative analytics or data modelingdeep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithmsfluency in a programming language (python, c,c++, java, sql)familiarity with big data frameworks and visualization tools (cassandra, hadoop, spark, tableau)desired experience range - 6-10 years            ",/job/detail/remote-data-scientist-job-at-tata-consultancy-services1774004227,internshala
Data Engineer,spatial data engineer,mydata insights,work from home,0,Not Disclosed,competitive salary,Not Disclosed,not specified,3,2 weeks ago,"spatial data engineer job summary:we are looking for a detail-oriented spatial data engineer to manage, validate, and optimize geospatial datasets. the role involves building robust etl pipelines, ensuring data quality through validation and qc routines, and supporting spatial analytics using gis tools. key responsibilities:design, build, and maintain spatial data pipelines (etl)perform data validation and quality control (qc) on geospatial datasetsconduct root cause analysis (rca) for data inconsistencies and issueswork with postgresql/postgis for spatial data storage and queryinguse qgis / arcgis for spatial analysis and visualizationdevelop and maintain workflows using fme (feature manipulation engine)collaborate with cross-functional teams to ensure data accuracy and usabilityautomate repetitive tasks using scripting (python preferred)monitor and improve data quality processes continuously required skills:strong understanding of spatial/geospatial data conceptsexperience with etl processes and data pipelineshands-on experience with:qgis or arcgisfmestrong sql skillsexperience with postgresql/postgisknowledge of data validation techniques and qc frameworksproblem-solving mindset with rca experience nice to have:python or other scripting experienceexperience with automation workflowsexposure to cloud platforms (aws/gcp/azure)understanding of apis and data integration            ",/job/detail/fresher-remote-spatial-data-engineer-job-at-mydata-insights1774001827,internshala
Other,data architect,generac,work from home,1,Fresher,competitive salary,Not Disclosed,not specified,3,2 weeks ago,"primary purpose:the data architect i assists in developing and evolving modern data architectures that enable high quality insights and informed decision making across the organization. this role collaborates closely with senior data architects to understand analytical and operational needs, while partnering with technology teams to ensure data platforms, integrations, and solutions are scalable, secure, and aligned with enterprise standards. major responsibilities:contributes to the design and evolution of cloudbased data architectures supporting analyticspartners with stakeholders to understand business requirements and translate them into conceptual, logical, and physical data modelscollaborates closely with it, data engineering, and platform teams to align data architecture with enterprise standards, security, and scalabilityassists in maintaining data structures that support planning, execution, and performance management supports the development of data lakes, lakehouses, and analytical data stores using azure and databricksworks with analytics teams to ensure data models are optimized for power bi reporting and selfservice analyticsapplies ui/ux best practices to analytical solutions so dashboards and reports are intuitive, actionable, and aligned to how supply chain users make decisionsassists with integrating data from erp and other saas systems, partnering with it on integration and data pipeline designparticipates in architecture and design reviews with stakeholdersdocuments data models, data flows, and architectural decisions in a clear, accessible wayeducation:bachelors degree in computer science, information systems, engineering, or equivalent experiencework experience:1 - 4 years of experience working with data platforms, analytics systems, or data modelingexperience with cloud data technologies (azure preferred)experience working with or withing supply chain, operations, manufacturing, or planning teamsexperience building and supporting analytics solutions using power bi or similar bi toolsbasic programming or scripting experience (e.g. python, t-sql, or similar)knowledge / skills / abilitiesexperience with databricks, azure data lake, or modern data lakehouse architecturesexposure to erp, planning, manufacturing, logistics, or other supply chain saas systemsunderstanding of ui/ux principles for analytics and data visualizationfamiliarity with data quality, master data, and data governance conceptsexposure to copilot studio or agent-based/conversational solutions for analytics or operationsinterest in advanced analytics, optimization, or ai-enabled decision support within supply chainstrong analytical mindset with curiosity about how data is used to drive operations decisionsclear written and verbal communication skills and comfort working across supply chain and it teamsworking knowledge of data modeling concepts (conceptual, logical, and physical models)strong sql skills and understanding of relational data concepts            ",/job/detail/remote-data-architect-job-at-generac1773999788,internshala
AI Engineer,llm engineer,harshwal consulting services pvt. ltd.,work from home,1,Fresher,competitive salary,Not Disclosed,not specified,3,2 weeks ago,"about the rolewe're looking for a skilled llm engineer with a solid data science foundation to design, build, and maintain systems leveraging large language models  turning cutting-edge capabilities into reliable, scalable product features.key responsibilitiesdesign and implement llm pipelines: prompt engineering, rag, and fine-tuning workflows.build, train, and evaluate ml/dl models for classification, regression, and clustering tasks.develop nlp pipelines: ner, text classification, summarization, and sentiment analysis.perform eda, feature engineering, and statistical modelling on structured/unstructured data.integrate llm apis (openai, anthropic, mistral, open source) into production services.collaborate with backend engineers to serve models at scale with appropriate guardrails.build tooling for model evaluation, a/b testing, and iterative prompt improvement.foundational skills  ml, dl & nlpmachine learning scikit-learn   xgboost / lightgbm   pandas / numpy   hyperparameter tuning core algorithms: regression, decision trees, random forests, svms, and ensembles.full ml lifecycle: data cleaning, feature engineering, training, evaluation, and deployment.evaluation metrics: f1, auc-roc, rmse based on task type. cross-validation best practices.deep learning pytorch   tensorflow / keras   transformers   lora / peft   gpu training build and train neural networks  cnns, rnns, lstms, and transformer architectures.transfer learning and fine-tuning with lora/peft. mixed-precision gpu training.attention mechanisms, positional encoding, and multi-head attention fundamentals.natural language processing hugging face   spacy / nltk   bert / gpt   semantic search   embeddings nlp fundamentals: tokenisation, stemming, pos tagging, ner, dependency parsing.word2vec, glove, fasttext, and contextual embeddings (bert, sentence-transformers).text classification, summarisation, q&a, and sentiment pipelines in production.semantic search, dense retrieval, and embedding-based similarity for rag systems.llm-specific skills23 yrs experience, with 1+ year hands-on with llms.prompt engineering, few-shot learning, chain-of-thought, and instruction tuning.rag pipelines with vector dbs (pinecone, weaviate, chroma, pgvector).llm orchestration: langchain or llamaindex.open-source models via ollama / vllm for local inference.rest apis and scalable python backend services.cloud platforms: aws, gcp, or azure.            ",/job/detail/remote-llm-engineer-job-at-harshwal-consulting-services-pvt-ltd1773999377,internshala
Data Engineer,gcp data engineer [e-commerce],"enterprise minds, inc",work from home,1,Fresher,competitive salary,Not Disclosed,not specified,3,2 weeks ago,"hiring: sde i (data engineering) company: (confidential / hiring company) location: bangalore (or as applicable)   team: data platform & engineering role overviewwe are looking for a motivated software development engineer (sde i) to join our data platform team. in this role, you will work on large-scale data systems (petabyte-level) and build reliable, high-performance data pipelines.you will collaborate with senior engineers to develop scalable solutions, ensure data accuracy, and maintain system reliability. key responsibilities core development & codingdevelop and maintain etl/elt pipelines using apache spark (scala/java)write clean, efficient, and maintainable codeimplement new features following engineering best practiceswrite unit and integration tests sql & data analyticswrite and optimize complex sql queries (joins, window functions, ctes)perform data analysis and validationtranslate business requirements into technical solutions troubleshooting & reliabilitydebug pipeline failures and fix data issuesanalyze logs and improve performance of spark jobsmonitor pipelines to ensure data availability required qualifications experience13 years (or up to 6 years) in software development / data engineering technical skillsstrong coding in scala / java / pythonstrong sql knowledgeunderstanding of apache spark / hadoopgood problem-solving and debugging skills educationbachelors / masters degree in:computer scienceitengineering or related field preferred skillsexperience with data analytics or visualizationbasic knowledge of machine learningfamiliarity with amazon web services / google cloud platformknowledge of docker / kubernetes who should apply?candidates interested in data engineering + backend developmentstrong in coding + sqlwant to work on large-scale data systems how to applyapply via company careers page / job portalsor share resume with hiring team (if available)            ",/job/detail/remote-gcp-data-engineer-e-commerce-job-at-enterprise-minds-inc1773999368,internshala
AI Engineer,software engineer - ai /ml,staples india,work from home,2,Fresher,competitive salary,Not Disclosed,not specified,3,2 weeks ago,"required skills:2-5 years of software development or machine learning experiencehands-on experience building agentic ai systems or autonomous workflowsstrong proficiency in python and software engineering best practicesexperience with llm apis (openai, anthropic claude, azure openai, etc.)understanding of prompt engineering, prompt chaining, and few-shot learningfamiliarity with tool use, function calling, and agent frameworksknowledge of retrieval-augmented generation (rag) and vector databasesexperience with api integration and asynchronous programmingcomfortable with experimentation and iterative developmentpreferred qualifications:experience with specific agentic frameworks (langchain, crewai, autogen, semantic kernel)cloud platform experience (azure, aws, or gcp) for ai/ml servicesbackground in building production ml systems with monitoring and observabilityexperience with fine-tuning or customizing llmsknowledge of agent evaluation frameworks and bench-markingfamiliarity with devops practices for ml systemsexperience in enterprise software or complex system integrationnice to have:experience with multi-agent systems and agent communication patternsbackground in knowledge graphs or semantic searchexperience building chatbots or conversational ai systemsunderstanding of token optimization and cost management for llm applicationspublished work, contributions to open-source ai projects, or technical writing            ",/job/detail/remote-software-engineer-ai-ml-job-at-staples-india1773917587,internshala
