date,day,month,day_of_week,weekend,time,hour,time_period,rush_hour,booking_status,vehicle_type,pickup_location,drop_location,booking_value,booking_val_per_km,ride_distance,High_value_booking,long_ride,payment_method
2024-05-01,1,5,2,0,1900-01-01 08:07:08,8,,0,Completed,Auto,Tis_Hazari,Rohini_West,604.0,36.82926829268293,16.4,1,0,Debit_Card
2024-12-07,7,12,5,1,1900-01-01 13:47:31,13,,0,Completed,Bike,Sarai_Kale_Khan,Hero_Honda_Chowk,1306.0,49.8093058733791,26.22,1,0,Upi
2024-08-20,20,8,1,0,1900-01-01 05:12:40,5,,0,Completed,Go_Mini,Laxmi_Nagar,Model_Town,356.0,16.240875912408757,21.92,0,0,Upi
2024-07-18,18,7,3,0,1900-01-01 19:14:10,19,,1,Completed,Ebike,Sohna_Road,Indraprastha,647.0,34.58043826830572,18.71,1,0,Cash
2024-08-06,6,8,1,0,1900-01-01 07:31:22,7,,0,Completed,Auto,Madipur,New_Colony,449.0,11.174713787954206,40.18,0,1,Credit_Card
2024-05-17,17,5,4,0,1900-01-01 20:06:45,20,,1,Completed,Ebike,Udyog_Vihar,Ghaziabad,616.0,17.529880478087648,35.14,0,0,Credit_Card
2024-09-29,29,9,6,1,1900-01-01 03:21:51,3,,0,No_Driver_Found,Go_Sedan,Paschim_Vihar,Ambience_Mall,,,,0,0,No_Payment
2024-02-24,24,2,5,1,1900-01-01 15:19:53,15,,1,Completed,Auto,Vatika_Chowk,Manesar,444.0,20.36697247706422,21.8,0,0,Uber_Wallet
2024-06-11,11,6,1,0,1900-01-01 19:37:40,19,,1,Cancelled_By_Driver,Auto,Narsinghpur,Moti_Nagar,,,,0,0,No_Payment
2024-11-01,1,11,4,0,1900-01-01 17:28:31,17,,1,Incomplete,Bike,Khandsa,Aya_Nagar,2197.0,254.2824074074074,8.64,1,0,Debit_Card
2024-12-05,5,12,3,0,1900-01-01 20:33:10,20,,1,Completed,Bike,Rithala,Lok_Kalyan_Marg,939.0,19.89406779661017,47.2,0,1,Cash
2024-05-06,6,5,0,0,1900-01-01 06:43:56,6,,0,Completed,Go_Mini,Mandi_House,Jhilmil,291.0,10.031023784901757,29.01,0,0,Cash
2024-02-15,15,2,3,0,1900-01-01 12:12:07,12,,0,Completed,Premier_Sedan,Barakhamba_Road,Indirapuram,291.0,20.363890832750176,14.29,0,0,Upi
2024-11-24,24,11,6,1,1900-01-01 21:09:16,21,,0,Completed,Go_Mini,South_Extension,Ashram,292.0,37.58043758043758,7.77,1,0,Cash
2024-02-16,16,2,4,0,1900-01-01 11:28:21,11,,0,Cancelled_By_Driver,Bike,Igi_Airport,Dlf_Phase_3,,,,0,0,No_Payment
2024-08-08,8,8,3,0,1900-01-01 08:03:45,8,,0,Cancelled_By_Driver,Go_Mini,Subhash_Chowk,Qutub_Minar,,,,0,0,No_Payment
2024-11-11,11,11,0,0,1900-01-01 17:11:02,17,,1,Cancelled_By_Driver,Auto,Vasant_Kunj,Rohini_West,,,,0,0,No_Payment
2024-08-28,28,8,2,0,1900-01-01 17:16:28,17,,1,Completed,Premier_Sedan,Chirag_Delhi,Noida_Film_City,113.0,17.573872472783826,6.43,0,0,Uber_Wallet
2024-11-08,8,11,4,0,1900-01-01 22:35:43,22,,0,Cancelled_By_Driver,Go_Mini,Ramesh_Nagar,Saket_A_Block,,,,0,0,No_Payment
2024-10-01,1,10,1,0,1900-01-01 17:13:23,17,,1,No_Driver_Found,Auto,Rajiv_Nagar,Ashram,,,,0,0,No_Payment
2024-04-17,17,4,2,0,1900-01-01 18:54:38,18,,1,Completed,Go_Mini,Akshardham,Iffco_Chowk,721.0,16.540490938288595,43.59,0,1,Upi
2024-01-29,29,1,0,0,1900-01-01 01:38:25,1,,0,Completed,Go_Sedan,Chhatarpur,Welcome,311.0,6.588983050847458,47.2,0,1,Upi
2024-09-02,2,9,0,0,1900-01-01 16:41:52,16,,1,Completed,Go_Sedan,Hero_Honda_Chowk,Laxmi_Nagar,876.0,25.45771578029643,34.41,1,0,Cash
2024-01-29,29,1,0,0,1900-01-01 10:09:03,10,,0,No_Driver_Found,Auto,Malviya_Nagar,Central_Secretariat,,,,0,0,No_Payment
2024-08-27,27,8,1,0,1900-01-01 19:34:04,19,,1,Completed,Uber_Xl,Ambience_Mall,Vidhan_Sabha,684.0,55.700325732899024,12.28,1,0,Upi
2024-10-23,23,10,2,0,1900-01-01 12:52:49,12,,0,Completed,Bike,Barakhamba_Road,Jhilmil,771.0,34.605026929982046,22.28,1,0,Upi
2024-08-16,16,8,4,0,1900-01-01 11:22:40,11,,0,Completed,Go_Mini,Munirka,Pataudi_Chowk,391.0,34.57117595048629,11.31,1,0,Upi
2024-03-12,12,3,1,0,1900-01-01 16:37:38,16,,1,Cancelled_By_Customer,Go_Sedan,Vatika_Chowk,Sultanpur,,,,0,0,No_Payment
2024-02-03,3,2,5,1,1900-01-01 20:41:41,20,,1,Incomplete,Premier_Sedan,Azadpur,Iit_Delhi,510.0,63.35403726708074,8.05,1,0,Upi
2024-05-05,5,5,6,1,1900-01-01 05:00:39,5,,0,Completed,Auto,Gwal_Pahari,Rajiv_Chowk,108.0,7.171314741035856,15.06,0,0,Upi
2024-03-28,28,3,3,0,1900-01-01 10:32:22,10,,0,Cancelled_By_Driver,Bike,Mansarovar_Park,Adarsh_Nagar,,,,0,0,No_Payment
2024-02-27,27,2,1,0,1900-01-01 05:59:43,5,,0,Completed,Go_Sedan,Shivaji_Park,Chanakyapuri,236.0,22.58373205741627,10.45,0,0,Cash
2024-11-04,4,11,0,0,1900-01-01 15:53:17,15,,1,Cancelled_By_Customer,Auto,Ambience_Mall,Mansarovar_Park,,,,0,0,No_Payment
2024-07-18,18,7,3,0,1900-01-01 19:36:34,19,,1,Incomplete,Go_Mini,Gurgaon_Railway_Station,Samaypur_Badli,158.0,9.305064782096585,16.98,0,0,Upi
2024-07-26,26,7,4,0,1900-01-01 18:58:32,18,,1,Completed,Premier_Sedan,Punjabi_Bagh,Udyog_Bhawan,126.0,4.842428900845504,26.02,0,0,Upi
2024-07-30,30,7,1,0,1900-01-01 01:40:49,1,,0,Cancelled_By_Customer,Bike,Noida_Sector_62,Khandsa,,,,0,0,No_Payment
2024-04-18,18,4,3,0,1900-01-01 19:09:59,19,,1,Completed,Premier_Sedan,Sonipat,Lajpat_Nagar,943.0,341.6666666666667,2.76,1,0,Uber_Wallet
2024-12-20,20,12,4,0,1900-01-01 09:04:04,9,,0,Completed,Auto,Patel_Chowk,Hero_Honda_Chowk,204.0,62.76923076923077,3.25,1,0,Uber_Wallet
2024-09-17,17,9,1,0,1900-01-01 20:54:48,20,,1,Completed,Auto,Vishwavidyalaya,Pataudi_Chowk,658.0,37.47152619589978,17.56,1,0,Upi
2024-11-21,21,11,3,0,1900-01-01 15:07:37,15,,1,Completed,Go_Sedan,Saket,Punjabi_Bagh,235.0,5.9508736388959225,39.49,0,0,Upi
2024-11-29,29,11,4,0,1900-01-01 06:06:25,6,,0,Completed,Go_Sedan,Noida_Extension,Faridabad_Sector_15,899.0,18.030485359005215,49.86,0,1,Cash
2024-06-24,24,6,0,0,1900-01-01 11:08:59,11,,0,Completed,Auto,Meerut,Greater_Noida,287.0,52.6605504587156,5.45,1,0,Cash
2024-04-22,22,4,0,0,1900-01-01 10:07:04,10,,0,Completed,Auto,Badarpur,Vasant_Kunj,106.0,2.2998481232371444,46.09,0,1,Credit_Card
2024-04-28,28,4,6,1,1900-01-01 16:45:35,16,,1,Completed,Premier_Sedan,Welcome,Manesar,875.0,21.696007934540045,40.33,0,1,Upi
2024-06-15,15,6,5,1,1900-01-01 06:56:34,6,,0,Cancelled_By_Customer,Go_Sedan,Welcome,Central_Secretariat,,,,0,0,No_Payment
2024-03-11,11,3,0,0,1900-01-01 16:51:07,16,,1,Completed,Bike,Moolchand,Rajiv_Nagar,238.0,51.62689804772234,4.61,1,0,Cash
2024-04-09,9,4,1,0,1900-01-01 19:32:08,19,,1,Completed,Go_Sedan,Saket_A_Block,Janakpuri,210.0,93.33333333333333,2.25,1,0,Cash
2024-07-02,2,7,1,0,1900-01-01 02:38:46,2,,0,Completed,Bike,Moti_Nagar,Sarojini_Nagar,116.0,11.983471074380166,9.68,0,0,Upi
2024-11-11,11,11,0,0,1900-01-01 18:38:00,18,,1,Completed,Go_Mini,Inderlok,Mehrauli,389.0,15.916530278232406,24.44,0,0,Uber_Wallet
2024-02-25,25,2,6,1,1900-01-01 11:24:09,11,,0,Cancelled_By_Customer,Uber_Xl,Anand_Vihar,Jasola,,,,0,0,No_Payment
2024-07-06,6,7,5,1,1900-01-01 18:39:35,18,,1,Cancelled_By_Driver,Go_Sedan,Ardee_City,Badarpur,,,,0,0,No_Payment
2024-04-26,26,4,4,0,1900-01-01 21:49:13,21,,0,Cancelled_By_Driver,Go_Sedan,Gurgaon_Railway_Station,Inderlok,,,,0,0,No_Payment
2024-09-24,24,9,1,0,1900-01-01 12:47:23,12,,0,Cancelled_By_Driver,Premier_Sedan,Mundka,Connaught_Place,,,,0,0,No_Payment
2024-06-01,1,6,5,1,1900-01-01 10:54:53,10,,0,Completed,Go_Sedan,Subhash_Nagar,Nirman_Vihar,278.0,9.606081548030406,28.94,0,0,Uber_Wallet
2024-10-13,13,10,6,1,1900-01-01 14:43:34,14,,1,Completed,Go_Mini,Ghitorni_Village,Vasant_Kunj,641.0,65.14227642276423,9.84,1,0,Upi
2024-08-01,1,8,3,0,1900-01-01 17:33:51,17,,1,No_Driver_Found,Go_Mini,Meerut,South_Extension,,,,0,0,No_Payment
2024-08-03,3,8,5,1,1900-01-01 19:59:31,19,,1,Completed,Premier_Sedan,Sultanpur,Panipat,395.0,17.1664493698392,23.01,0,0,Uber_Wallet
2024-10-01,1,10,1,0,1900-01-01 21:15:22,21,,0,Completed,Go_Mini,Golf_Course_Road,Iit_Delhi,119.0,4.069767441860465,29.24,0,0,Debit_Card
2024-01-19,19,1,4,0,1900-01-01 05:54:12,5,,0,Completed,Go_Mini,Mundka,Kaushambi,248.0,30.207064555420217,8.21,1,0,Credit_Card
2024-03-12,12,3,1,0,1900-01-01 06:24:16,6,,0,Completed,Go_Sedan,Civil_Lines_Gurgaon,Satguru_Ram_Singh_Marg,328.0,7.566320645905421,43.35,0,1,Credit_Card
2024-08-01,1,8,3,0,1900-01-01 18:08:29,18,,1,Completed,Bike,Narsinghpur,Subhash_Nagar,231.0,5.460992907801419,42.3,0,1,Upi
2024-01-08,8,1,0,0,1900-01-01 11:48:38,11,,0,Completed,Bike,Inderlok,Sohna_Road,735.0,22.252497729336966,33.03,0,0,Cash
2024-10-07,7,10,0,0,1900-01-01 06:16:29,6,,0,Cancelled_By_Driver,Ebike,Rohini,Igi_Airport,,,,0,0,No_Payment
2024-10-04,4,10,4,0,1900-01-01 08:28:24,8,,0,Cancelled_By_Driver,Go_Sedan,Khan_Market,Aiims,,,,0,0,No_Payment
2024-02-16,16,2,4,0,1900-01-01 09:02:48,9,,0,Cancelled_By_Driver,Bike,Ashok_Vihar,Ghitorni_Village,,,,0,0,No_Payment
2024-03-05,5,3,1,0,1900-01-01 16:00:46,16,,1,Cancelled_By_Driver,Go_Mini,Lajpat_Nagar,Dlf_City_Court,,,,0,0,No_Payment
2024-10-22,22,10,1,0,1900-01-01 18:17:44,18,,1,Completed,Go_Mini,Yamuna_Bank,Netaji_Subhash_Place,133.0,3.3636823469903896,39.54,0,0,Upi
2024-08-21,21,8,2,0,1900-01-01 06:30:03,6,,0,Completed,Auto,Gurgaon_Sector_56,Subhash_Nagar,216.0,5.097946660372906,42.37,0,1,Upi
2024-09-25,25,9,2,0,1900-01-01 21:05:34,21,,0,Completed,Auto,Patel_Chowk,Laxmi_Nagar,725.0,37.46770025839793,19.35,1,0,Cash
2024-07-04,4,7,3,0,1900-01-01 19:33:44,19,,1,Completed,Premier_Sedan,Maidan_Garhi,Nawada,396.0,10.401891252955084,38.07,0,0,Upi
2024-04-18,18,4,3,0,1900-01-01 14:45:10,14,,1,Completed,Auto,Jahangirpuri,Hauz_Khas,259.0,12.125468164794007,21.36,0,0,Upi
2024-10-17,17,10,3,0,1900-01-01 10:25:18,10,,0,Completed,Auto,Ashram,Huda_City_Centre,73.0,1.7380952380952381,42.0,0,1,Upi
2024-10-11,11,10,4,0,1900-01-01 10:55:29,10,,0,Cancelled_By_Driver,Go_Sedan,Old_Gurgaon,Lajpat_Nagar,,,,0,0,No_Payment
2024-02-14,14,2,2,0,1900-01-01 09:10:15,9,,0,Cancelled_By_Driver,Go_Mini,Gtb_Nagar,Chirag_Delhi,,,,0,0,No_Payment
2024-10-16,16,10,2,0,1900-01-01 19:53:30,19,,1,Completed,Bike,Hauz_Khas,Anand_Vihar,137.0,7.298881193393713,18.77,0,0,Upi
2024-01-08,8,1,0,0,1900-01-01 06:52:56,6,,0,Cancelled_By_Driver,Ebike,Ina_Market,Sultanpur,,,,0,0,No_Payment
2024-12-05,5,12,3,0,1900-01-01 12:22:46,12,,0,Completed,Auto,Jahangirpuri,Peeragarhi,445.0,13.550548112058465,32.84,0,0,Upi
2024-04-06,6,4,5,1,1900-01-01 19:12:44,19,,1,Completed,Ebike,Indraprastha,Noida_Sector_18,249.0,7.7763897564022475,32.02,0,0,Credit_Card
2024-09-18,18,9,2,0,1900-01-01 10:06:06,10,,0,Completed,Uber_Xl,Sushant_Lok,Kaushambi,742.0,27.604166666666668,26.88,1,0,Upi
2024-02-22,22,2,3,0,1900-01-01 12:09:04,12,,0,Completed,Go_Mini,Noida_Sector_62,Gurgaon_Sector_29,978.0,55.4736245036869,17.63,1,0,Cash
2024-04-02,2,4,1,0,1900-01-01 07:30:19,7,,0,Completed,Go_Sedan,Rajiv_Nagar,Vinobapuri,453.0,60.319573901464715,7.51,1,0,Cash
2024-06-28,28,6,4,0,1900-01-01 14:56:27,14,,1,Completed,Auto,Badshahpur,Khandsa,430.0,13.724864347270987,31.33,0,0,Credit_Card
2024-03-05,5,3,1,0,1900-01-01 21:43:21,21,,0,Completed,Go_Mini,Ashram,Punjabi_Bagh,572.0,29.258312020460355,19.55,1,0,Upi
2024-04-23,23,4,1,0,1900-01-01 22:39:06,22,,0,Completed,Auto,Huda_City_Centre,Connaught_Place,781.0,15.945283789301756,48.98,0,1,Cash
2024-12-19,19,12,3,0,1900-01-01 18:43:26,18,,1,Completed,Auto,Kaushambi,Anand_Vihar_Isbt,692.0,14.036511156186613,49.3,0,1,Debit_Card
2024-03-29,29,3,4,0,1900-01-01 18:58:24,18,,1,Completed,Premier_Sedan,Saket_A_Block,Maidan_Garhi,321.0,38.44311377245509,8.35,1,0,Upi
2024-03-20,20,3,2,0,1900-01-01 10:44:21,10,,0,Completed,Uber_Xl,Mayur_Vihar,Model_Town,457.0,30.44636908727515,15.01,1,0,Upi
2024-02-18,18,2,6,1,1900-01-01 02:23:54,2,,0,Incomplete,Go_Mini,Udyog_Vihar_Phase_4,Civil_Lines_Gurgaon,898.0,52.483927527761544,17.11,1,0,Upi
2024-06-18,18,6,1,0,1900-01-01 20:42:35,20,,1,Cancelled_By_Driver,Go_Mini,Bhiwadi,Hero_Honda_Chowk,,,,0,0,No_Payment
2024-09-17,17,9,1,0,1900-01-01 19:07:45,19,,1,Completed,Auto,Sadar_Bazar_Gurgaon,Meerut,341.0,39.651162790697676,8.6,1,0,Cash
2024-01-24,24,1,2,0,1900-01-01 13:41:05,13,,0,Completed,Go_Mini,Cyber_Hub,Chhatarpur,181.0,5.045999442431001,35.87,0,0,Credit_Card
2024-03-01,1,3,4,0,1900-01-01 17:26:07,17,,1,Completed,Ebike,Satguru_Ram_Singh_Marg,Laxmi_Nagar,968.0,57.21040189125295,16.92,1,0,Upi
2024-04-12,12,4,4,0,1900-01-01 07:38:44,7,,0,Completed,Auto,Rohini_East,Rohini_West,339.0,26.238390092879257,12.92,1,0,Cash
2024-03-14,14,3,3,0,1900-01-01 17:25:32,17,,1,Completed,Premier_Sedan,Badarpur,Hero_Honda_Chowk,922.0,51.88519977490152,17.77,1,0,Credit_Card
2024-06-25,25,6,1,0,1900-01-01 07:02:54,7,,0,Cancelled_By_Driver,Go_Mini,Preet_Vihar,Gtb_Nagar,,,,0,0,No_Payment
2024-10-09,9,10,2,0,1900-01-01 16:19:10,16,,1,Cancelled_By_Customer,Go_Mini,Rohini,Ambience_Mall,,,,0,0,No_Payment
2024-10-08,8,10,1,0,1900-01-01 15:02:50,15,,1,Completed,Auto,Gurgaon_Sector_29,Kadarpur,328.0,32.669322709163346,10.04,1,0,Cash
2024-08-09,9,8,4,0,1900-01-01 11:37:44,11,,0,Cancelled_By_Driver,Bike,Dwarka_Sector_21,Badshahpur,,,,0,0,No_Payment
2024-07-05,5,7,4,0,1900-01-01 16:23:37,16,,1,Incomplete,Uber_Xl,Pitampura,Ina_Market,233.0,30.4177545691906,7.66,1,0,Cash
2024-01-28,28,1,6,1,1900-01-01 05:32:49,5,,0,Completed,Auto,Rk_Puram,Saidulajab,724.0,18.39430894308943,39.36,0,0,Upi
2024-05-03,3,5,4,0,1900-01-01 02:55:07,2,,0,Completed,Ebike,Saket,Dilshad_Garden,495.0,17.52212389380531,28.25,0,0,Cash
2024-01-27,27,1,5,1,1900-01-01 19:55:51,19,,1,Completed,Go_Sedan,Dwarka_Mor,Hauz_Rani,339.0,23.266986959505832,14.57,0,0,Debit_Card
2024-08-04,4,8,6,1,1900-01-01 17:03:01,17,,1,Cancelled_By_Driver,Auto,Nirman_Vihar,Gurgaon_Sector_29,,,,0,0,No_Payment
2024-03-13,13,3,2,0,1900-01-01 03:56:41,3,,0,Completed,Go_Mini,Green_Park,Sonipat,804.0,17.219961447847506,46.69,0,1,Cash
2024-10-24,24,10,3,0,1900-01-01 20:13:28,20,,1,Cancelled_By_Driver,Bike,Saket_A_Block,Ashok_Park_Main,,,,0,0,No_Payment
2024-10-21,21,10,0,0,1900-01-01 19:45:37,19,,1,Cancelled_By_Driver,Auto,New_Colony,Kashmere_Gate_Isbt,,,,0,0,No_Payment
2024-07-15,15,7,0,0,1900-01-01 19:32:38,19,,1,Completed,Go_Mini,Igi_Airport,Vishwavidyalaya,71.0,11.892797319932999,5.97,0,0,Debit_Card
2024-05-20,20,5,0,0,1900-01-01 19:53:26,19,,1,Cancelled_By_Driver,Premier_Sedan,Kashmere_Gate_Isbt,Pataudi_Chowk,,,,0,0,No_Payment
2024-06-07,7,6,4,0,1900-01-01 21:52:00,21,,0,Cancelled_By_Driver,Go_Sedan,Mundka,Madipur,,,,0,0,No_Payment
2024-09-06,6,9,4,0,1900-01-01 10:50:16,10,,0,Completed,Premier_Sedan,Badshahpur,Ardee_City,148.0,3.27941502326612,45.13,0,1,Upi
2024-01-06,6,1,5,1,1900-01-01 19:13:16,19,,1,Completed,Bike,Ashram,South_Extension,559.0,92.24422442244224,6.06,1,0,Cash
2024-01-28,28,1,6,1,1900-01-01 15:47:44,15,,1,Completed,Ebike,Sonipat,Panchsheel_Park,655.0,25.348297213622292,25.84,1,0,Credit_Card
2024-02-21,21,2,2,0,1900-01-01 14:40:12,14,,1,Completed,Go_Sedan,Vidhan_Sabha,Pitampura,416.0,21.998942358540454,18.91,0,0,Credit_Card
2024-02-22,22,2,3,0,1900-01-01 14:16:23,14,,1,Completed,Go_Mini,Panipat,Sushant_Lok,928.0,26.805314846909305,34.62,1,0,Debit_Card
2024-09-23,23,9,0,0,1900-01-01 12:22:27,12,,0,Completed,Uber_Xl,Kaushambi,Moti_Nagar,237.0,11.142454160789844,21.27,0,0,Upi
2024-08-24,24,8,5,1,1900-01-01 18:43:30,18,,1,Cancelled_By_Driver,Go_Sedan,Rohini_East,Lajpat_Nagar,,,,0,0,No_Payment
2024-06-17,17,6,0,0,1900-01-01 05:43:30,5,,0,Completed,Bike,Preet_Vihar,Indraprastha,449.0,14.123938345391633,31.79,0,0,Debit_Card
2024-09-13,13,9,4,0,1900-01-01 18:46:29,18,,1,No_Driver_Found,Ebike,Civil_Lines_Gurgaon,Ghitorni_Village,,,,0,0,No_Payment
2024-11-28,28,11,3,0,1900-01-01 05:11:36,5,,0,Cancelled_By_Driver,Go_Mini,Meerut,Chirag_Delhi,,,,0,0,No_Payment
2024-11-11,11,11,0,0,1900-01-01 23:41:31,23,,0,Completed,Go_Sedan,Manesar,Vishwavidyalaya,291.0,68.30985915492958,4.26,1,0,Upi
2024-03-18,18,3,0,0,1900-01-01 12:03:15,12,,0,No_Driver_Found,Ebike,Satguru_Ram_Singh_Marg,Sonipat,,,,0,0,No_Payment
2024-03-06,6,3,2,0,1900-01-01 18:25:06,18,,1,Completed,Auto,Moolchand,Vidhan_Sabha,434.0,9.432732014779397,46.01,0,1,Upi
2024-11-22,22,11,4,0,1900-01-01 07:52:44,7,,0,Completed,Bike,Huda_City_Centre,Janakpuri,885.0,59.959349593495936,14.76,1,0,Upi
2024-02-07,7,2,2,0,1900-01-01 22:38:30,22,,0,Completed,Uber_Xl,Paschim_Vihar,Chandni_Chowk,512.0,11.123180534434065,46.03,0,1,Cash
2024-04-17,17,4,2,0,1900-01-01 18:11:54,18,,1,No_Driver_Found,Go_Sedan,Rohini_West,Pataudi_Chowk,,,,0,0,No_Payment
2024-04-15,15,4,0,0,1900-01-01 13:19:50,13,,0,No_Driver_Found,Go_Mini,Saidulajab,Shastri_Nagar,,,,0,0,No_Payment
2024-02-02,2,2,4,0,1900-01-01 21:29:23,21,,0,No_Driver_Found,Go_Mini,Kirti_Nagar,Noida_Sector_18,,,,0,0,No_Payment
2024-06-10,10,6,0,0,1900-01-01 22:28:48,22,,0,Cancelled_By_Driver,Bike,Aya_Nagar,Pataudi_Chowk,,,,0,0,No_Payment
2024-12-06,6,12,4,0,1900-01-01 10:25:34,10,,0,Completed,Go_Mini,Bhiwadi,Tughlakabad,431.0,9.26682433885186,46.51,0,1,Upi
2024-09-10,10,9,1,0,1900-01-01 08:52:00,8,,0,Completed,Go_Sedan,Samaypur_Badli,Saidulajab,259.0,5.941729754530855,43.59,0,1,Upi
2024-12-08,8,12,6,1,1900-01-01 22:15:35,22,,0,Cancelled_By_Driver,Go_Mini,Anand_Vihar_Isbt,Aiims,,,,0,0,No_Payment
2024-02-17,17,2,5,1,1900-01-01 05:25:07,5,,0,Completed,Auto,Udyog_Vihar,Sultanpur,142.0,3.8285252089511994,37.09,0,0,Upi
2024-08-08,8,8,3,0,1900-01-01 15:35:12,15,,1,Cancelled_By_Customer,Auto,Aya_Nagar,Rohini_West,,,,0,0,No_Payment
2024-01-09,9,1,1,0,1900-01-01 11:24:24,11,,0,Completed,Premier_Sedan,Indraprastha,Bahadurgarh,855.0,22.89156626506024,37.35,0,0,Upi
2024-08-06,6,8,1,0,1900-01-01 07:29:34,7,,0,Completed,Go_Mini,Rk_Puram,Khan_Market,292.0,44.92307692307692,6.5,1,0,Upi
2024-06-03,3,6,0,0,1900-01-01 12:42:06,12,,0,Incomplete,Premier_Sedan,Janakpuri,Udyog_Vihar_Phase_4,95.0,7.375776397515527,12.88,0,0,Uber_Wallet
2024-06-05,5,6,2,0,1900-01-01 04:52:17,4,,0,Completed,Go_Sedan,Dilshad_Garden,Tilak_Nagar,657.0,23.339253996447603,28.15,0,0,Upi
2024-02-29,29,2,3,0,1900-01-01 14:21:12,14,,1,Cancelled_By_Customer,Uber_Xl,Bhikaji_Cama_Place,Raj_Nagar_Extension,,,,0,0,No_Payment
2024-11-08,8,11,4,0,1900-01-01 23:10:50,23,,0,Completed,Go_Sedan,Badarpur,Seelampur,417.0,29.059233449477354,14.35,1,0,Upi
2024-04-13,13,4,5,1,1900-01-01 15:29:52,15,,1,No_Driver_Found,Bike,Ambience_Mall,Welcome,,,,0,0,No_Payment
2024-04-05,5,4,4,0,1900-01-01 16:17:47,16,,1,Cancelled_By_Driver,Premier_Sedan,Noida_Film_City,Faridabad_Sector_15,,,,0,0,No_Payment
2024-11-09,9,11,5,1,1900-01-01 19:07:26,19,,1,Completed,Go_Sedan,Rohini_West,Mansarovar_Park,1502.0,44.39846290274904,33.83,1,0,Cash
2024-06-17,17,6,0,0,1900-01-01 07:09:36,7,,0,Cancelled_By_Driver,Go_Mini,Kashmere_Gate,India_Gate,,,,0,0,No_Payment
2024-08-17,17,8,5,1,1900-01-01 15:49:48,15,,1,Completed,Premier_Sedan,Vinobapuri,Hauz_Khas,95.0,2.0097313306536915,47.27,0,1,Cash
2024-01-10,10,1,2,0,1900-01-01 22:06:46,22,,0,Completed,Go_Mini,Seelampur,Ardee_City,103.0,2.559006211180124,40.25,0,1,Upi
2024-01-19,19,1,4,0,1900-01-01 09:29:04,9,,0,Completed,Go_Mini,Imt_Manesar,Sultanpur,415.0,62.68882175226586,6.62,1,0,Cash
2024-09-16,16,9,0,0,1900-01-01 11:08:41,11,,0,Completed,Bike,Laxmi_Nagar,Model_Town,719.0,58.9344262295082,12.2,1,0,Credit_Card
2024-03-11,11,3,0,0,1900-01-01 10:13:20,10,,0,Completed,Bike,Saket_A_Block,Dlf_Phase_3,964.0,87.95620437956204,10.96,1,0,Cash
2024-04-28,28,4,6,1,1900-01-01 18:11:14,18,,1,Completed,Ebike,Chirag_Delhi,Mehrauli,1035.0,27.28710783021355,37.93,1,0,Upi
2024-10-25,25,10,4,0,1900-01-01 21:44:57,21,,0,Cancelled_By_Customer,Premier_Sedan,Saket,Kherki_Daula_Toll,,,,0,0,No_Payment
2024-11-28,28,11,3,0,1900-01-01 09:54:43,9,,0,Completed,Ebike,Okhla,Lajpat_Nagar,383.0,40.744680851063826,9.4,1,0,Upi
2024-12-17,17,12,1,0,1900-01-01 09:47:12,9,,0,Completed,Go_Mini,Karol_Bagh,Govindpuri,222.0,5.982215036378335,37.11,0,0,Credit_Card
2024-06-22,22,6,5,1,1900-01-01 21:30:48,21,,0,Completed,Auto,Sikanderpur,India_Gate,1034.0,82.06349206349206,12.6,1,0,Uber_Wallet
2024-09-05,5,9,3,0,1900-01-01 05:59:09,5,,0,Incomplete,Auto,Ashok_Vihar,Iit_Delhi,326.0,91.06145251396647,3.58,1,0,Upi
2024-05-03,3,5,4,0,1900-01-01 16:58:27,16,,1,Completed,Go_Sedan,Noida_Sector_62,Ghaziabad,482.0,31.197411003236247,15.45,1,0,Upi
2024-11-13,13,11,2,0,1900-01-01 03:06:34,3,,0,Completed,Premier_Sedan,Pulbangash,Dwarka_Mor,423.0,18.131161594513504,23.33,0,0,Upi
2024-12-21,21,12,5,1,1900-01-01 15:05:17,15,,1,Completed,Auto,Akshardham,Gurgaon_Sector_29,935.0,21.400778210116734,43.69,0,1,Uber_Wallet
2024-04-18,18,4,3,0,1900-01-01 16:45:05,16,,1,Cancelled_By_Driver,Ebike,Jasola,Vishwavidyalaya,,,,0,0,No_Payment
2024-04-20,20,4,5,1,1900-01-01 12:43:10,12,,0,No_Driver_Found,Go_Sedan,Shastri_Park,Ignou_Road,,,,0,0,No_Payment
2024-04-23,23,4,1,0,1900-01-01 13:44:48,13,,0,Completed,Auto,Panchsheel_Park,Ambience_Mall,179.0,7.934397163120567,22.56,0,0,Upi
2024-06-05,5,6,2,0,1900-01-01 10:24:31,10,,0,Cancelled_By_Customer,Go_Mini,Pitampura,Ardee_City,,,,0,0,No_Payment
2024-10-09,9,10,2,0,1900-01-01 19:20:09,19,,1,Completed,Go_Mini,Indraprastha,Manesar,443.0,13.10263235729074,33.81,0,0,Credit_Card
2024-03-18,18,3,0,0,1900-01-01 23:28:18,23,,0,Cancelled_By_Driver,Go_Mini,Dwarka_Mor,Huda_City_Centre,,,,0,0,No_Payment
2024-02-04,4,2,6,1,1900-01-01 10:30:10,10,,0,Completed,Bike,Lajpat_Nagar,Imt_Manesar,1002.0,24.320388349514563,41.2,0,1,Cash
