user_id,user_type,country,request_type,model_used,device_type,prompt_length,requests_per_min,toxic_score,jailbreak_score,anomaly_score,failed_requests,session_duration_sec,api_cost_usd,misuse_label
user_57180,premium,Australia,text_generation,gpt_like,api,4477,51.82,0.592,0.12,0.384,28,1793,2.362,0
user_62744,premium,Australia,code_generation,vision_model,api,2990,85.93,0.104,0.877,0.268,27,949,5.9,1
user_54793,premium,Singapore,image_generation,code_llm,web,2619,58.18,0.123,0.599,0.679,9,73,3.647,0
user_24036,free,Canada,code_generation,code_llm,web,871,53.48,0.626,0.577,0.989,18,1019,6.729,1
user_78029,premium,Canada,image_generation,vision_model,mobile,929,104.83,0.208,0.091,0.573,20,5037,5.209,1
user_64686,free,India,code_generation,vision_model,mobile,1912,17.86,0.325,0.965,0.597,17,6136,3.803,1
user_67048,free,Singapore,code_generation,vision_model,mobile,3337,127.12,0.488,0.545,0.28,1,37,3.227,1
user_12615,free,Australia,text_generation,gpt_like,api,550,27.44,0.15,0.958,0.608,23,8802,0.533,1
user_60413,free,Australia,text_generation,gpt_like,web,2475,79.43,0.137,0.35,0.559,27,361,3.199,1
user_6351,free,UK,image_generation,code_llm,web,2283,6.63,0.026,0.695,0.789,2,2718,6.349,1
user_74922,free,Germany,text_generation,gpt_like,web,1527,125.73,0.475,0.739,0.806,7,7974,5.986,1
user_13483,free,Australia,code_generation,gpt_like,mobile,2262,129.93,0.303,0.524,0.665,1,4458,6.966,1
user_6840,free,Germany,image_generation,vision_model,web,717,23.72,0.607,0.765,0.985,25,8452,3.651,1
user_31434,free,Canada,text_generation,gpt_like,mobile,1196,64.67,0.58,0.942,0.767,29,816,1.804,1
user_29029,premium,Canada,image_generation,code_llm,web,3039,102.92,0.262,0.574,0.842,29,2864,1.307,1
user_23230,bot,UK,code_generation,vision_model,api,1126,54.56,0.837,0.387,0.518,11,2487,2.022,1
user_21920,internal,USA,text_generation,vision_model,mobile,2963,112.49,0.837,0.148,0.504,10,7409,2.933,1
user_27049,free,Singapore,code_generation,vision_model,web,3585,5.2,0.397,0.416,0.119,25,5474,2.966,0
user_12629,free,UK,code_generation,vision_model,web,2133,88.35,0.381,0.646,0.688,23,2860,4.663,1
user_18142,free,India,image_generation,code_llm,web,2444,77.04,0.193,0.565,0.731,7,5688,4.843,1
user_75289,bot,Singapore,text_generation,code_llm,mobile,3607,34.09,0.863,0.246,0.85,25,7178,1.705,1
user_70697,premium,Australia,code_generation,vision_model,web,2888,135.3,0.032,0.807,0.905,5,3545,1.685,1
user_43379,free,Germany,image_generation,code_llm,api,2443,28.16,0.4,0.235,0.5,3,8529,6.314,0
user_65121,free,UK,code_generation,gpt_like,api,850,72.76,0.281,0.664,0.326,14,7326,1.936,1
user_29036,free,Singapore,text_generation,code_llm,web,3972,115.72,0.695,0.605,0.395,7,4237,0.857,1
user_24529,internal,Canada,image_generation,code_llm,api,3761,122.25,0.935,0.408,0.872,9,7891,5.027,1
user_60982,bot,India,code_generation,code_llm,mobile,3161,127.89,0.036,0.103,0.526,4,5249,2.169,1
user_5617,premium,Germany,text_generation,vision_model,api,30,68.05,0.614,0.624,0.845,5,6313,0.104,1
user_68948,bot,Canada,text_generation,vision_model,api,291,101.58,0.593,0.142,0.737,29,5077,0.409,1
user_66414,premium,Germany,code_generation,vision_model,mobile,1480,27.81,0.496,0.828,0.757,2,4091,1.116,1
user_23531,free,UK,text_generation,code_llm,web,2521,18.5,0.223,0.924,0.37,3,5301,6.564,1
user_58921,bot,UK,text_generation,vision_model,api,3971,45.06,0.98,0.13,0.308,2,1663,4.604,1
user_44192,free,Singapore,code_generation,gpt_like,api,306,28.26,0.571,0.149,0.288,29,7224,5.086,0
user_5629,free,UK,text_generation,vision_model,mobile,3679,85.69,0.353,0.084,0.987,14,5777,6.27,1
user_79025,free,Germany,code_generation,code_llm,web,4036,3.53,0.965,0.846,0.581,7,1068,5.842,1
user_45022,premium,Canada,code_generation,code_llm,mobile,2221,114.84,0.149,0.102,0.071,4,7111,5.445,1
user_18981,bot,Canada,text_generation,code_llm,web,515,65.64,0.898,0.485,0.193,18,8158,3.474,1
user_1021,bot,Canada,image_generation,vision_model,mobile,3665,136.52,0.141,0.337,0.949,9,8900,6.126,1
user_49666,bot,Australia,image_generation,code_llm,api,1198,104.01,0.15,0.611,0.483,20,5108,2.062,1
user_20220,free,USA,text_generation,vision_model,web,1889,87.32,0.485,0.609,0.022,7,3451,1.503,1
user_43072,premium,Germany,image_generation,code_llm,mobile,2363,51.28,0.772,0.523,0.716,4,6517,4.98,1
user_17405,premium,Australia,image_generation,gpt_like,web,3309,58.37,0.336,0.129,0.871,16,1258,1.037,1
user_2928,premium,India,text_generation,gpt_like,api,28,62.27,0.116,0.036,0.441,12,8816,2.989,0
user_12948,bot,Germany,code_generation,gpt_like,web,3262,61.14,0.529,0.997,0.487,25,2893,5.23,1
user_59880,free,Canada,text_generation,vision_model,mobile,2064,25.08,0.067,0.696,0.165,10,6600,3.8,1
user_60918,free,UK,image_generation,vision_model,api,3673,109.11,0.573,0.166,0.718,19,3912,1.967,1
user_40352,free,Germany,image_generation,vision_model,web,2131,122.62,0.943,0.328,0.983,4,7486,4.442,1
user_24584,free,Singapore,code_generation,code_llm,mobile,774,75.2,0.481,0.308,0.743,0,2363,1.839,1
user_22588,bot,UK,text_generation,vision_model,mobile,2342,49.57,0.374,0.269,0.662,15,4573,6.343,1
user_78327,free,Germany,code_generation,gpt_like,web,3021,21.11,0.023,0.646,0.22,14,4780,3.925,0
user_32812,free,Singapore,image_generation,gpt_like,mobile,689,83.98,0.092,0.782,0.805,18,1549,5.757,1
user_72322,internal,Australia,code_generation,gpt_like,api,3345,128.96,0.742,0.762,0.341,12,2322,2.847,1
user_74113,premium,USA,text_generation,vision_model,mobile,2963,123.19,0.683,0.694,0.002,6,8357,0.695,1
user_63397,premium,India,image_generation,code_llm,api,229,33.8,0.529,0.731,0.561,7,4289,2.543,1
user_72698,free,USA,image_generation,gpt_like,web,1381,96.31,0.847,0.576,0.023,20,4344,3.65,1
user_65457,free,Singapore,image_generation,vision_model,mobile,2256,47.75,0.908,0.65,0.639,27,8081,4.251,1
user_55259,bot,Germany,image_generation,vision_model,mobile,615,3.75,0.747,0.443,0.561,17,8156,2.94,1
user_48566,premium,Singapore,image_generation,code_llm,mobile,598,95.31,0.846,0.117,0.471,14,4294,1.278,1
user_54853,free,USA,image_generation,gpt_like,api,3889,105.27,0.169,0.953,0.985,23,4517,2.491,1
user_75893,bot,Singapore,code_generation,code_llm,web,4443,134.91,0.634,0.563,0.798,23,7978,2.2,1
user_22334,free,Australia,text_generation,gpt_like,web,1238,66.88,0.238,0.286,0.121,6,4849,0.975,0
user_71000,premium,Canada,code_generation,gpt_like,web,1782,64.62,0.079,0.436,0.559,13,1836,1.903,0
user_68206,free,Singapore,code_generation,gpt_like,web,1592,2.71,0.269,0.051,0.712,0,424,3.467,0
user_43093,internal,USA,image_generation,vision_model,mobile,2244,21.59,0.7,0.193,0.778,19,478,0.366,0
user_17601,free,Singapore,code_generation,vision_model,mobile,4225,125.17,0.202,0.297,0.799,18,2418,6.83,1
user_64068,internal,Singapore,image_generation,code_llm,mobile,1462,65.82,0.037,0.51,0.148,13,8428,4.45,0
user_27671,premium,Australia,code_generation,code_llm,web,1084,69.87,0.655,0.682,0.381,24,2267,6.941,1
user_51525,free,UK,text_generation,gpt_like,mobile,2234,50.65,0.95,0.574,0.444,28,5141,2.4,1
user_69653,free,Singapore,code_generation,gpt_like,api,1310,22.85,0.018,0.017,0.295,28,5958,4.45,0
user_21077,free,India,text_generation,code_llm,mobile,4263,40.58,0.611,0.99,0.667,3,948,6.462,1
user_54486,free,Germany,code_generation,vision_model,mobile,4379,9.97,0.402,0.617,0.106,7,1813,4.362,0
user_3329,free,UK,image_generation,code_llm,mobile,2240,58.55,0.127,0.389,0.78,29,6913,0.196,0
user_4829,free,USA,image_generation,vision_model,web,3917,14.06,0.541,0.924,0.61,27,5409,6.621,1
user_31656,free,Australia,text_generation,gpt_like,api,274,117.39,0.971,0.652,0.045,28,2901,4.693,1
user_45648,free,Canada,text_generation,vision_model,api,3130,17.36,0.962,0.541,0.038,26,6289,1.691,1
user_71684,free,India,text_generation,gpt_like,web,943,71.82,0.984,0.885,0.4,16,964,1.042,1
user_12652,bot,Australia,text_generation,vision_model,mobile,3216,67.04,0.95,0.734,0.762,4,5357,5.016,1
user_44844,premium,Australia,image_generation,code_llm,mobile,4281,136.63,0.209,0.336,0.931,3,5732,5.165,1
user_7286,premium,India,text_generation,code_llm,api,1862,14.23,0.785,0.935,0.082,5,7937,3.022,1
user_76033,bot,Australia,image_generation,vision_model,web,1872,0.22,0.377,0.599,0.551,15,6228,1.648,0
user_12299,free,Germany,image_generation,gpt_like,mobile,2833,51.71,0.76,0.076,0.902,5,8235,2.005,1
user_62430,free,India,image_generation,vision_model,api,1105,48.05,0.732,0.583,0.409,12,1191,4.708,1
user_56802,premium,Germany,code_generation,gpt_like,api,550,60.35,0.952,0.541,0.174,16,2411,3.037,1
user_2881,free,UK,code_generation,vision_model,api,914,56.45,0.923,0.678,0.445,15,6438,6.282,1
user_45316,free,Canada,text_generation,vision_model,api,501,132.45,0.535,0.326,0.924,3,6457,6.193,1
user_61326,free,Germany,image_generation,vision_model,mobile,586,76.82,0.726,0.301,0.479,27,4903,2.237,1
user_34301,free,UK,image_generation,vision_model,web,4004,52.58,0.547,0.763,0.682,20,8634,6.96,1
user_9893,free,Germany,image_generation,vision_model,mobile,1883,20.75,0.321,0.048,0.148,15,6261,5.468,0
user_17320,premium,USA,code_generation,code_llm,api,1646,14.67,0.511,0.01,0.544,15,4098,6.818,0
user_32195,premium,Australia,code_generation,gpt_like,mobile,1540,83.02,0.517,0.439,0.004,24,8562,3.298,1
user_44821,bot,Canada,text_generation,vision_model,web,3194,51.71,0.046,0.54,0.987,17,5142,0.205,1
user_29882,free,Singapore,text_generation,vision_model,web,36,98.95,0.448,0.397,0.957,19,3742,5.189,1
user_68838,free,Singapore,text_generation,code_llm,api,3376,93.04,0.87,0.008,0.631,4,2053,3.089,1
user_36432,premium,UK,text_generation,gpt_like,mobile,4037,52.22,0.962,0.948,0.158,10,2996,2.578,1
user_23516,free,UK,text_generation,code_llm,web,2880,37.28,0.869,0.355,0.721,24,1568,1.618,1
user_65075,premium,USA,code_generation,code_llm,web,1731,11.72,0.796,0.765,0.776,27,2941,5.59,1
user_41629,bot,Canada,image_generation,vision_model,web,1640,66.35,0.434,0.754,0.62,5,4830,2.682,1
user_47313,premium,Singapore,text_generation,code_llm,web,3298,33.55,0.926,0.102,0.674,17,5436,1.144,1
user_42442,premium,India,text_generation,code_llm,web,4482,135.97,0.75,0.289,0.363,29,113,4.051,1
user_72424,free,Australia,text_generation,vision_model,mobile,2637,30.72,0.483,0.139,0.208,27,5457,3.126,0
user_61992,free,Australia,code_generation,code_llm,api,4315,19.42,0.634,0.578,0.166,1,2283,6.599,0
user_30435,bot,Australia,code_generation,code_llm,api,1877,125.03,0.238,0.895,0.838,16,589,6.388,1
user_73350,bot,Germany,text_generation,vision_model,api,1745,94.83,0.224,0.809,0.195,22,5072,0.772,1
user_72803,free,Australia,text_generation,vision_model,web,244,95.06,0.371,0.494,0.842,1,7053,2.369,1
user_18561,internal,Germany,code_generation,vision_model,web,3591,133.03,0.876,0.254,0.599,2,7395,6.916,1
user_74713,free,UK,image_generation,vision_model,web,3106,121.57,0.898,0.385,0.055,19,5717,3.018,1
user_20740,free,Singapore,code_generation,gpt_like,api,3405,99.37,0.027,0.806,0.945,9,6476,2.435,1
user_26636,premium,USA,code_generation,code_llm,api,4115,12.59,0.375,0.021,0.16,25,6275,2.333,0
user_71409,free,Australia,code_generation,gpt_like,mobile,2171,16.67,0.533,0.522,0.858,29,5491,3.049,1
user_22188,bot,Australia,image_generation,gpt_like,mobile,3673,5.14,0.407,0.753,0.364,15,1753,4.174,1
user_30429,internal,Australia,code_generation,code_llm,web,3904,2.86,0.599,0.552,0.659,0,6322,2.123,0
user_50790,premium,Germany,text_generation,gpt_like,mobile,4322,36.53,0.846,0.629,0.06,15,7812,0.538,1
user_17851,free,UK,code_generation,vision_model,api,4455,91.46,0.596,0.067,0.422,5,6803,5.538,1
user_19267,free,UK,text_generation,gpt_like,web,1366,16.83,0.627,0.95,0.536,29,3289,5.675,1
user_61038,premium,UK,text_generation,vision_model,web,3840,15.56,0.956,0.651,0.682,26,1701,1.233,1
user_23704,free,USA,code_generation,gpt_like,api,2118,69.59,0.571,0.735,0.714,15,3076,3.621,1
user_78500,free,Germany,code_generation,code_llm,api,3688,74.36,0.384,0.658,0.361,3,6581,1.401,1
user_49071,premium,USA,text_generation,vision_model,web,2141,31.57,0.694,0.212,0.551,10,4718,4.433,0
user_54418,free,Singapore,code_generation,gpt_like,mobile,377,100.48,0.859,0.421,0.712,5,6310,1.709,1
user_16612,free,UK,code_generation,vision_model,mobile,221,68.4,0.417,0.294,0.946,9,345,1.661,1
user_7834,free,USA,code_generation,gpt_like,web,1488,81.46,0.706,0.312,0.297,23,1128,5.782,1
user_71085,free,USA,image_generation,code_llm,mobile,3064,93.58,0.318,0.48,0.449,8,1965,6.855,1
user_42738,bot,Germany,text_generation,gpt_like,mobile,3242,32.59,0.967,0.879,0.189,18,1901,0.844,1
user_3575,free,Canada,image_generation,gpt_like,web,4044,29.33,0.237,0.599,0.532,0,2828,4.121,0
user_7876,free,Singapore,code_generation,gpt_like,api,3029,109.51,0.841,0.978,0.138,3,6502,1.995,1
user_71824,free,USA,image_generation,vision_model,web,2353,68.65,0.355,0.124,0.193,19,3759,6.871,0
user_46981,free,Australia,text_generation,code_llm,api,53,45.62,0.216,0.973,0.585,14,2981,4.235,1
user_69012,bot,Australia,text_generation,vision_model,api,3565,139.52,0.335,0.262,0.528,7,6502,2.629,1
user_78510,free,Canada,image_generation,code_llm,mobile,1427,126.22,0.844,0.287,0.553,11,8813,4.679,1
user_15863,free,Germany,image_generation,gpt_like,web,3860,7.63,0.822,0.299,0.236,21,1507,3.668,1
user_51403,free,UK,code_generation,code_llm,web,2611,43.81,0.842,0.51,0.479,24,5871,6.593,1
user_31110,free,UK,text_generation,vision_model,api,3320,98.63,0.345,0.864,0.855,21,5058,3.066,1
user_57330,bot,India,code_generation,code_llm,api,2638,72.38,0.85,0.789,0.834,20,7990,1.158,1
user_41146,free,Germany,image_generation,vision_model,mobile,2974,66.1,0.512,0.716,0.305,28,937,4.614,1
user_2357,free,India,text_generation,gpt_like,mobile,3126,29.77,0.993,0.907,0.405,10,600,0.118,1
user_17121,free,Australia,text_generation,code_llm,mobile,3887,87.69,0.394,0.692,0.531,5,8404,5.257,1
user_41398,free,USA,image_generation,gpt_like,api,984,26.06,0.712,0.572,0.706,12,1044,1.011,0
user_37359,free,UK,image_generation,gpt_like,api,2769,112.18,0.704,0.65,0.369,23,2574,0.594,1
user_77631,internal,Germany,text_generation,code_llm,mobile,120,124.23,0.225,0.824,0.264,16,1354,2.229,1
user_33828,internal,India,code_generation,gpt_like,mobile,3239,48.05,0.52,0.963,0.43,5,1737,2.848,1
user_19341,bot,Singapore,code_generation,vision_model,mobile,1751,48.66,0.008,0.713,0.287,26,7241,5.137,1
user_17054,free,Canada,text_generation,code_llm,api,4049,77.7,0.957,0.192,0.911,12,618,2.594,1
user_54900,bot,Germany,image_generation,vision_model,web,2632,28.25,0.904,0.132,0.045,14,7562,1.218,1
user_47545,bot,Germany,code_generation,gpt_like,web,958,79.21,0.265,0.088,0.611,11,1438,6.962,1
user_55589,free,Australia,text_generation,code_llm,mobile,2099,81.06,0.302,0.821,0.06,20,2100,4.623,1
user_74269,premium,Germany,text_generation,code_llm,web,85,47.12,0.97,0.793,0.343,21,8458,2.442,1
user_60233,free,Australia,image_generation,code_llm,web,3950,8.46,0.421,0.734,0.547,17,5321,4.913,1
user_64554,premium,Australia,text_generation,gpt_like,mobile,197,23.28,0.068,0.316,0.366,10,8649,6.168,0
user_79205,premium,Australia,code_generation,gpt_like,api,1063,55.79,0.712,0.763,0.748,11,935,6.495,1
user_51878,free,UK,text_generation,vision_model,api,2150,27.26,0.598,0.921,0.853,18,378,5.337,1
user_70609,premium,Canada,code_generation,vision_model,mobile,3680,45.87,0.444,0.596,0.234,18,6071,5.62,0
user_46638,bot,USA,text_generation,vision_model,web,824,2.18,0.988,0.661,0.663,22,2233,0.861,1
user_49904,premium,Germany,text_generation,vision_model,mobile,244,108.96,0.752,0.686,0.604,3,1239,2.688,1
user_63140,free,India,text_generation,code_llm,web,4215,108.61,0.636,0.316,0.975,19,5436,4.659,1
user_40217,free,Singapore,image_generation,gpt_like,api,831,34.19,0.019,0.723,0.397,16,4768,3.009,1
user_26786,free,India,code_generation,code_llm,api,1297,16.49,0.184,0.041,0.321,1,7489,1.595,0
user_52728,free,Germany,text_generation,vision_model,api,3939,127.0,0.114,0.188,0.43,2,7949,5.375,1
user_59163,internal,India,image_generation,code_llm,mobile,3281,121.62,0.429,0.494,0.039,5,6754,0.806,1
user_34842,free,Germany,code_generation,code_llm,web,2073,79.2,0.288,0.283,0.217,13,5197,1.502,1
user_73260,free,Canada,image_generation,gpt_like,api,3946,27.75,0.044,0.694,0.758,3,1819,1.288,1
user_48822,premium,Singapore,image_generation,code_llm,api,3137,121.95,0.813,0.602,0.884,14,1610,4.307,1
user_3744,free,Australia,text_generation,vision_model,api,26,58.0,0.936,0.824,0.512,8,680,3.56,1
user_20342,free,Canada,text_generation,code_llm,web,3773,91.17,0.615,0.462,0.045,7,830,0.185,1
user_36428,free,Australia,text_generation,code_llm,mobile,3132,78.69,0.592,0.455,0.275,22,5406,5.835,1
user_69941,bot,Canada,image_generation,gpt_like,api,3209,13.75,0.275,0.986,0.279,14,168,3.117,1
user_9833,free,India,code_generation,gpt_like,api,4164,112.75,0.461,0.331,0.312,13,828,3.014,1
user_29888,free,India,image_generation,vision_model,web,2816,107.42,0.965,0.613,0.658,15,7736,2.254,1
user_1794,free,Singapore,code_generation,code_llm,mobile,616,60.38,0.838,0.319,0.349,1,8368,3.305,1
user_48155,bot,Australia,code_generation,code_llm,api,714,14.67,0.371,0.437,0.939,2,8935,4.133,1
user_73564,free,Germany,image_generation,vision_model,api,1124,72.24,0.456,0.708,0.932,11,8862,6.348,1
user_67578,internal,Canada,text_generation,gpt_like,api,89,105.65,0.659,0.973,0.167,24,238,6.988,1
user_5713,free,Canada,code_generation,code_llm,mobile,3373,7.61,0.444,0.099,0.183,12,8303,3.19,0
user_36823,internal,Germany,code_generation,vision_model,api,4115,87.24,0.574,0.519,0.0,1,7303,0.216,1
user_71128,free,India,image_generation,vision_model,api,794,111.94,0.233,0.401,0.216,16,6972,2.932,1
user_27444,internal,Australia,text_generation,vision_model,api,1994,52.94,0.232,0.777,0.298,25,797,6.839,1
user_76674,premium,India,code_generation,vision_model,web,1757,4.49,0.505,0.029,0.967,22,6224,0.043,1
user_49557,free,India,text_generation,code_llm,web,372,114.32,0.264,0.839,0.332,10,1797,2.475,1
user_65786,free,India,code_generation,code_llm,web,2377,69.33,0.652,0.737,0.255,23,539,2.92,1
user_61840,free,Germany,code_generation,vision_model,api,3286,30.96,0.285,0.662,0.71,2,135,6.159,1
user_49747,free,Germany,image_generation,vision_model,web,2558,87.55,0.974,0.954,0.971,25,8724,0.733,1
user_11595,free,UK,image_generation,code_llm,web,410,135.58,0.702,0.145,0.198,17,7671,4.189,1
user_47875,free,India,text_generation,code_llm,mobile,445,15.75,0.911,0.867,0.019,2,1148,0.621,1
user_56857,bot,Australia,image_generation,code_llm,api,1021,25.52,0.618,0.005,0.842,17,7316,5.81,1
user_22280,free,UK,code_generation,vision_model,api,69,72.28,0.067,0.043,0.875,12,1370,4.887,1
user_40032,free,Canada,image_generation,vision_model,api,482,42.0,0.672,0.609,0.86,28,5036,1.739,1
user_22845,internal,UK,image_generation,gpt_like,web,4250,10.02,0.586,0.054,0.23,26,7622,5.989,0
user_7341,free,UK,text_generation,vision_model,mobile,309,29.84,0.649,0.484,0.03,11,5709,4.965,0
user_34409,bot,USA,text_generation,code_llm,web,941,66.77,0.404,0.804,0.466,4,8547,3.82,1
user_70098,bot,India,code_generation,gpt_like,web,1430,84.32,0.765,0.822,0.408,2,415,5.05,1
user_34962,premium,India,image_generation,vision_model,mobile,571,95.79,0.165,0.861,0.348,3,1346,1.98,1
user_51329,premium,UK,image_generation,gpt_like,web,2888,96.66,0.151,0.118,0.278,6,7308,3.825,1
user_43262,free,UK,text_generation,code_llm,api,215,109.71,0.374,0.934,0.755,29,5183,5.953,1
user_45603,free,Singapore,image_generation,gpt_like,api,923,120.6,0.439,0.294,0.153,12,1929,6.128,1
user_17956,free,Singapore,code_generation,code_llm,api,483,54.67,0.164,0.328,0.234,12,3100,3.911,0
user_45352,premium,USA,code_generation,code_llm,web,4300,57.24,0.138,0.095,0.258,3,8452,0.68,0
user_68572,free,Singapore,image_generation,vision_model,mobile,2767,73.67,0.41,0.416,0.556,15,2440,6.037,1
user_64528,bot,UK,text_generation,gpt_like,mobile,2744,76.29,0.514,0.857,0.245,24,1091,6.136,1
user_68936,free,India,text_generation,gpt_like,web,2634,65.84,0.123,0.981,0.665,16,3447,1.983,1
user_5889,free,Canada,code_generation,vision_model,mobile,1205,40.54,0.719,0.485,0.016,26,8815,6.778,0
user_32704,premium,India,image_generation,gpt_like,web,2662,9.5,0.705,0.825,0.635,4,3233,5.163,1
user_41716,premium,Singapore,text_generation,vision_model,api,2322,47.64,0.466,0.681,0.237,6,2775,5.117,1
user_26999,bot,India,code_generation,code_llm,mobile,1417,2.68,0.704,0.76,0.062,20,3207,5.616,1
user_9491,free,Singapore,code_generation,gpt_like,api,3100,94.18,0.489,0.852,0.473,21,1486,5.377,1
user_66693,free,UK,image_generation,gpt_like,web,4299,45.07,0.156,0.555,0.421,9,7770,5.845,0
user_21609,bot,Canada,code_generation,vision_model,mobile,1066,128.25,0.226,0.126,0.732,0,3532,5.367,1
user_8372,premium,Germany,text_generation,vision_model,web,4404,100.12,0.994,0.31,0.175,6,5252,6.011,1
user_50701,internal,USA,code_generation,vision_model,mobile,1078,104.18,0.736,0.711,0.359,22,1430,1.767,1
user_26750,free,USA,text_generation,vision_model,api,3135,59.74,0.065,0.476,0.046,26,6104,5.032,0
user_27652,free,India,code_generation,code_llm,api,3188,93.29,0.693,0.153,0.699,0,441,3.343,1
user_34848,bot,Australia,text_generation,code_llm,api,3672,83.69,0.59,0.715,0.62,25,3001,3.347,1
user_25776,free,USA,code_generation,gpt_like,api,3132,66.56,0.681,0.748,0.175,24,8386,5.934,1
user_70390,premium,UK,image_generation,gpt_like,web,1692,62.81,0.089,0.331,0.366,2,5026,2.21,0
user_21289,premium,India,text_generation,gpt_like,mobile,3122,96.06,0.125,0.668,0.039,5,6023,4.753,1
user_2244,free,Germany,text_generation,code_llm,api,3029,126.25,0.176,0.406,0.752,21,2951,2.89,1
user_46904,free,USA,text_generation,vision_model,web,3574,96.7,0.798,0.332,0.992,2,8011,6.995,1
user_12853,free,Australia,code_generation,code_llm,mobile,2255,131.21,0.282,0.394,0.37,15,2038,4.68,1
user_16961,free,Germany,image_generation,gpt_like,web,1413,127.75,0.204,0.945,0.636,0,5050,1.805,1
user_46793,free,Singapore,text_generation,gpt_like,mobile,1103,105.45,0.219,0.61,0.931,13,4439,0.152,1
user_56234,free,Canada,text_generation,vision_model,mobile,2091,30.76,0.801,0.351,0.141,3,6354,4.226,1
user_23499,free,Germany,text_generation,code_llm,web,3401,74.73,0.011,0.256,0.863,3,5778,6.609,1
user_60196,premium,Germany,text_generation,code_llm,api,1617,84.05,0.679,0.379,0.191,6,3028,2.582,1
user_47180,free,Canada,image_generation,gpt_like,mobile,3148,80.16,0.247,0.048,0.292,26,2522,5.675,1
user_1379,free,India,text_generation,code_llm,mobile,4179,87.55,0.624,0.002,0.748,4,6767,0.745,1
user_41729,free,Singapore,code_generation,gpt_like,web,2097,86.6,0.445,0.538,0.052,4,4757,6.04,1
user_54363,free,Germany,code_generation,gpt_like,api,1153,48.2,0.511,0.854,0.254,28,1698,4.573,1
user_52022,free,USA,code_generation,vision_model,api,2944,12.76,0.502,0.114,0.545,28,743,1.025,0
user_56245,premium,Germany,code_generation,gpt_like,web,170,114.63,0.875,0.968,0.205,18,8889,5.86,1
user_74442,premium,Singapore,text_generation,code_llm,web,2944,42.33,0.512,0.874,0.075,20,348,6.834,1
user_42888,free,Germany,image_generation,vision_model,mobile,505,98.27,0.333,0.518,0.092,4,2745,1.723,1
user_39273,premium,Singapore,image_generation,code_llm,web,3882,125.38,0.17,0.594,0.455,4,8142,5.019,1
user_48867,bot,Germany,image_generation,code_llm,api,1172,100.5,0.198,0.686,0.512,25,3668,1.891,1
user_6089,free,Singapore,image_generation,gpt_like,mobile,2349,117.46,0.016,0.71,0.974,18,6614,5.288,1
user_50547,premium,USA,text_generation,vision_model,api,970,24.19,0.131,0.143,0.513,9,569,6.555,0
user_68153,internal,Australia,image_generation,code_llm,api,1110,17.16,0.674,0.066,0.265,0,8919,1.549,0
user_16664,premium,USA,code_generation,gpt_like,api,4436,32.69,0.065,0.391,0.231,2,1747,5.357,0
user_43885,bot,India,code_generation,code_llm,mobile,3501,99.04,0.198,0.274,0.794,9,6317,4.617,1
user_33521,premium,Germany,image_generation,vision_model,mobile,2341,39.36,0.816,0.441,0.047,17,4668,1.734,1
user_39880,free,India,code_generation,vision_model,mobile,3606,76.79,0.202,0.542,0.213,17,2421,5.833,1
user_75161,bot,Singapore,code_generation,vision_model,api,1705,97.63,0.921,0.94,0.812,14,4777,3.739,1
user_16294,free,UK,text_generation,code_llm,api,2082,122.64,0.717,0.717,0.85,8,1285,3.771,1
user_38763,premium,Australia,code_generation,vision_model,api,2593,104.88,0.786,0.801,0.544,25,6918,0.373,1
user_23180,premium,Singapore,image_generation,vision_model,mobile,3866,118.56,0.477,0.307,0.47,9,993,6.505,1
user_41681,free,Canada,image_generation,code_llm,mobile,3058,118.1,0.19,0.311,0.293,14,4137,5.962,1
user_52140,free,India,image_generation,vision_model,mobile,1092,56.22,0.872,0.13,0.848,11,3755,0.628,1
user_33694,free,Germany,image_generation,code_llm,api,562,78.74,0.861,0.758,0.201,20,1175,0.907,1
user_39616,bot,India,code_generation,code_llm,api,1681,115.44,0.152,0.846,0.546,23,8568,2.135,1
user_16904,free,India,code_generation,code_llm,mobile,2446,16.14,0.243,0.235,0.31,12,6874,4.68,0
user_48550,free,UK,image_generation,gpt_like,mobile,1364,125.94,0.672,0.028,0.658,15,540,6.425,1
user_58934,free,UK,code_generation,gpt_like,web,1618,12.33,0.338,0.629,0.074,18,7803,2.443,0
user_58299,bot,Canada,text_generation,gpt_like,api,1229,14.24,0.496,0.147,0.281,9,783,3.516,0
user_37171,free,Australia,code_generation,gpt_like,mobile,4483,111.56,0.328,0.069,0.475,27,663,6.277,1
user_30133,free,Singapore,text_generation,vision_model,api,2246,31.69,0.039,0.855,0.181,28,7883,5.081,1
user_41085,free,Canada,image_generation,code_llm,api,3955,22.94,0.012,0.654,0.302,1,7879,5.01,1
user_35519,free,Australia,code_generation,code_llm,mobile,53,50.64,0.984,0.987,0.737,2,4614,1.876,1
user_58043,free,Canada,text_generation,gpt_like,web,63,115.27,0.81,0.274,0.642,1,5320,0.44,1
user_37079,free,Australia,text_generation,code_llm,web,2003,18.96,0.898,0.299,0.027,21,8483,3.212,1
user_32957,premium,Singapore,code_generation,code_llm,web,2572,99.97,0.696,0.759,0.011,19,7429,5.011,1
user_57249,free,Australia,code_generation,gpt_like,api,2336,68.62,0.509,0.318,0.169,27,6140,3.636,0
user_18356,bot,India,text_generation,vision_model,web,4467,34.7,0.765,0.631,0.296,8,6608,3.44,1
